Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Son Heung-min,7,kr KOR,"FW,LW",32-146,90,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Timo Werner,16,de GER,LW,28-270,67,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0
Dejan Kulusevski,21,se SWE,"FW,RM,LW",24-220,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Brennan Johnson,22,wls WAL,RW,23-192,90,2,1,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0
James Maddison,10,eng ENG,LM,28-008,84,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Lucas Bergvall,15,se SWE,LM,18-303,6,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0
Yves Bissouma,8,ml MLI,CM,28-093,90,2,0,2,0,0,2,2,100.0,0,1,1,0,2,4,3,0
Pape Matar Sarr,29,sn SEN,RM,22-078,84,3,2,2,1,0,2,3,66.7,1,1,0,1,0,3,2,0
Archie Gray,14,eng ENG,RM,18-264,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Will Lankshear,42,eng ENG,"FW,RM",19-225,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Destiny Udogie,13,it ITA,LB,22-003,90,2,1,2,0,0,2,2,100.0,0,3,0,3,1,3,2,0
Ben Davies,33,wls WAL,CB,31-221,90,0,0,0,0,0,0,1,0.0,1,4,3,1,4,4,7,0
Radu Drăgușin,6,ro ROU,CB,22-302,90,3,2,2,1,0,1,1,100.0,0,1,0,1,1,4,6,0
Pedro Porro,23,es ESP,RB,25-079,90,2,2,0,1,1,1,6,16.7,5,1,0,1,0,2,3,0
Fraser Forster,20,eng ENG,GK,36-259,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
