Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Raúl Jiménez,7,mx MEX,FW,33-217,79,2,2,1,1,0,0,0,,0,0,0,0,1,3,0,0
Rodrigo Muniz,9,br BRA,FW,23-218,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adama Traoré,11,es ESP,LW,28-318,59,2,0,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0
Harry Wilson,8,wls WAL,"RW,RM",27-261,31,1,1,1,0,0,1,2,50.0,1,2,0,2,0,1,0,0
Alex Iwobi,17,ng NGA,"RW,LW,LM",28-219,90,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0
Emile Smith Rowe,32,eng ENG,AM,24-133,59,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Andreas Pereira,18,br BRA,"AM,CM",28-342,31,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Saša Lukić,20,rs SRB,DM,28-117,89,2,1,0,2,0,1,1,100.0,0,1,0,1,2,4,2,0
Jorge Cuenca,15,es ESP,"CB,DM",25-021,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sander Berge,16,no NOR,"DM,CM",26-298,90,6,5,2,4,0,4,5,80.0,1,0,0,0,1,7,2,0
Antonee Robinson,33,us USA,LB,27-122,90,6,2,6,0,0,2,4,50.0,2,3,0,3,3,9,5,0
Calvin Bassey,3,ng NGA,CB,24-343,90,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,5,0
Issa Diop,31,fr FRA,CB,27-334,90,3,1,3,0,0,2,2,100.0,0,0,0,0,1,4,6,0
Kenny Tete,2,nl NED,RB,29-060,90,4,3,3,1,0,3,3,100.0,0,1,0,1,0,4,1,0
Bernd Leno,1,de GER,GK,32-279,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
