Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Kevin De Bruyne,17,be BEL,FW,33-288,86,2,1,1,0,1,0,2,0.0,2,1,0,1,1,3,1,0
Jeremy Doku,11,be BEL,FW,22-320,4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Omar Marmoush,7,eg EGY,LW,26-064,81,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Oscar Bobb,52,no NOR,RW,21-274,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Mcatee,87,eng ENG,RW,22-176,81,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
Sávio,26,br BRA,LW,21-002,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
İlkay Gündoğan,19,de GER,"AM,DM",34-170,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Nicolás González,14,es ESP,DM,23-099,90,4,3,0,2,2,4,5,80.0,1,0,0,0,1,5,1,0
Mateo Kovačić,8,hr CRO,DM,30-341,86,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
Jack Grealish,10,eng ENG,AM,29-214,4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Nico O’Reilly,75,eng ENG,LB,20-022,90,2,2,2,0,0,0,0,,0,1,0,1,0,2,0,0
Joško Gvardiol,24,hr CRO,CB,23-079,90,1,1,0,1,0,0,0,,0,0,0,0,2,3,4,0
Rúben Dias,3,pt POR,CB,27-333,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Rico Lewis,82,eng ENG,RB,20-142,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Ederson,31,br BRA,GK,31-238,70,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Stefan Ortega,18,de GER,GK,32-157,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
