Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Kevin De Bruyne,17,be BEL,FW,33-288,86,44,38,6,4,2,0,6,1,1,1,0,0,29,0,0
Jeremy Doku,11,be BEL,FW,22-320,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Omar Marmoush,7,eg EGY,LW,26-064,81,22,21,1,0,0,0,2,0,0,0,0,0,16,0,0
Oscar Bobb,52,no NOR,RW,21-274,9,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
James Mcatee,87,eng ENG,RW,22-176,81,18,18,0,0,0,0,1,0,0,0,0,0,12,0,0
Sávio,26,br BRA,LW,21-002,9,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
İlkay Gündoğan,19,de GER,"AM,DM",34-170,90,71,67,3,1,0,0,1,0,0,0,0,0,67,1,1
Nicolás González,14,es ESP,DM,23-099,90,91,86,5,3,0,0,0,2,0,0,0,0,87,0,0
Mateo Kovačić,8,hr CRO,DM,30-341,86,75,75,0,0,2,0,0,0,0,0,0,0,68,0,0
Jack Grealish,10,eng ENG,AM,29-214,4,9,7,2,2,0,0,0,0,0,0,0,0,8,0,0
Nico O’Reilly,75,eng ENG,LB,20-022,90,68,65,3,1,0,0,2,2,0,0,0,0,60,0,1
Joško Gvardiol,24,hr CRO,CB,23-079,90,102,102,0,0,2,0,0,0,0,0,0,0,96,0,1
Rúben Dias,3,pt POR,CB,27-333,90,121,115,6,4,0,0,0,0,0,0,0,0,108,0,0
Rico Lewis,82,eng ENG,RB,20-142,90,84,75,9,3,0,0,0,6,0,0,0,0,79,0,1
Ederson,31,br BRA,GK,31-238,70,29,28,1,0,1,0,0,0,0,0,0,0,29,0,0
Stefan Ortega,18,de GER,GK,32-157,20,14,13,1,0,0,0,0,0,0,0,0,0,12,0,0
