Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Ederson,br BRA,31-238,70,2,2,,0.0,2.0,1,1,100.0,28,3,,25.9,1,,19.0,5,,,1,19.0
Stefan Ortega,de GER,32-157,20,1,0,1,100.0,0.2,0,2,0.0,13,0,15.4,28.5,1,0.0,36.0,6,0,0.0,0,2.0
