Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Chris Wood,11,nz NZL,FW,33-043,82,0,0,0,0,1,1,0,0,1,0,0,0,1,5,4,55.6
Taiwo Awoniyi,9,ng NGA,FW,27-160,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0.0
Callum Hudson-Odoi,14,eng ENG,LW,24-073,37,0,0,0,0,0,0,2,1,0,0,0,0,3,1,0,100.0
Jota Silva,20,pt POR,RW,25-171,53,0,0,0,0,1,0,0,1,0,0,0,0,3,0,2,0.0
Anthony Elanga,21,se SWE,"RW,LW",22-267,73,0,0,0,0,0,0,7,0,0,0,0,0,2,0,2,0.0
Morato,4,br BRA,CB,23-203,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Morgan Gibbs-White,10,eng ENG,"AM,LW",24-358,82,0,0,0,2,5,0,2,0,1,0,0,0,6,2,2,50.0
Ramón Sosa,24,py PAR,LW,25-141,8,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0.0
Elliot Anderson,8,eng ENG,"DM,CM",22-074,90,0,0,0,2,2,0,3,1,1,0,0,0,7,0,0,
Nicolás Domínguez,16,ar ARG,"DM,CM",26-205,82,0,0,0,0,1,0,0,0,2,0,0,0,2,1,1,50.0
Ryan Yates,22,eng ENG,CM,27-059,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Neco Williams,7,wls WAL,"LB,LM",23-281,90,0,0,0,0,2,1,1,1,0,0,0,0,4,2,0,100.0
Murillo,5,br BRA,CB,22-199,90,0,0,0,0,1,0,2,2,3,0,0,0,4,2,2,50.0
Nikola Milenković,31,rs SRB,CB,27-099,90,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,66.7
Ola Aina,34,ng NGA,"RB,RM",28-103,90,0,0,0,0,2,0,1,1,2,0,0,0,5,0,1,0.0
Matz Sels,26,be BEL,GK,32-328,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
