Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Chris Wood,11,nz NZL,FW,33-043,82,18,18,0,0,0,0,0,0,0,0,0,0,13,0,0
Taiwo Awoniyi,9,ng NGA,FW,27-160,8,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1
Callum Hudson-Odoi,14,eng ENG,LW,24-073,37,19,19,0,0,0,0,2,0,0,0,0,0,17,0,0
Jota Silva,20,pt POR,RW,25-171,53,14,13,0,0,0,0,0,0,0,0,0,0,9,1,0
Anthony Elanga,21,se SWE,"RW,LW",22-267,73,37,32,4,2,0,0,7,1,1,1,0,0,28,1,2
Morato,4,br BRA,CB,23-203,17,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1
Morgan Gibbs-White,10,eng ENG,"AM,LW",24-358,82,53,52,1,0,0,0,2,1,0,0,0,0,45,0,0
Ramón Sosa,24,py PAR,LW,25-141,8,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0
Elliot Anderson,8,eng ENG,"DM,CM",22-074,90,46,43,3,2,0,0,3,0,1,1,0,0,37,0,1
Nicolás Domínguez,16,ar ARG,"DM,CM",26-205,82,40,35,5,3,0,0,0,0,0,0,0,0,38,0,0
Ryan Yates,22,eng ENG,CM,27-059,8,5,4,1,0,0,0,0,0,0,0,0,0,2,0,1
Neco Williams,7,wls WAL,"LB,LM",23-281,90,55,44,11,0,0,0,1,11,0,0,0,0,45,0,1
Murillo,5,br BRA,CB,22-199,90,38,32,5,4,0,0,2,0,0,0,0,0,28,1,0
Nikola Milenković,31,rs SRB,CB,27-099,90,29,28,1,1,0,0,0,0,0,0,0,0,24,0,0
Ola Aina,34,ng NGA,"RB,RM",28-103,90,35,32,3,0,0,0,1,3,0,0,0,0,29,0,0
Matz Sels,26,be BEL,GK,32-328,90,20,15,5,3,0,0,0,0,0,0,0,0,10,0,0
