Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
João Pedro,9,br BRA,FW,23-152,71,30,0,0,17,14,4,29,2,1,50.0,0,0.0,15,91,51,1,1,0,7,1,23,3
Danny Welbeck,18,eng ENG,FW,34-091,19,7,0,1,1,5,1,7,1,1,100.0,0,0.0,5,27,23,2,0,1,0,0,6,1
Kaoru Mitoma,22,jp JPN,LW,27-281,90,40,2,8,8,24,4,40,10,3,30.0,7,70.0,17,128,59,2,1,1,1,1,25,7
Yankuba Minteh,17,gm GAM,RW,20-218,90,40,6,15,11,15,5,40,1,1,100.0,0,0.0,11,111,74,3,0,2,3,2,15,6
Georginio Rutter,14,fr FRA,AM,22-311,89,38,1,4,11,23,5,38,5,2,40.0,3,60.0,19,93,50,2,1,1,3,3,23,4
Solly March,7,eng ENG,AM,30-220,1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Diego Gómez,25,py PAR,DM,21-335,71,53,2,9,39,7,0,53,5,3,60.0,2,40.0,24,138,106,3,1,0,2,2,30,1
Yasin Ayari,26,se SWE,DM,21-142,19,12,1,3,6,3,0,12,0,0,,0,,2,14,4,0,0,0,0,0,3,0
Carlos Baleba,20,cm CMR,DM,21-053,84,48,1,12,28,9,0,48,2,2,100.0,0,0.0,19,102,66,0,1,0,1,0,25,2
Mats Wieffer,27,nl NED,DM,25-101,6,14,1,2,8,4,0,14,0,0,,0,,2,3,0,0,0,0,1,0,7,1
Pervis Estupiñán,30,ec ECU,LB,27-035,71,39,3,13,21,5,1,39,2,1,50.0,1,50.0,16,75,30,0,1,0,0,0,22,3
Jack Hinshelwood,41,eng ENG,LB,19-320,19,14,2,4,3,7,0,14,0,0,,0,,1,0,0,0,0,0,0,0,3,0
Adam Webster,4,eng ENG,CB,30-052,90,44,16,28,15,2,1,44,0,0,,0,,13,136,100,2,0,0,0,0,13,0
Jan Paul van Hecke,29,nl NED,CB,24-262,90,65,12,36,30,1,1,65,0,0,,0,,31,134,60,0,0,0,0,2,36,0
Tariq Lamptey,2,gh GHA,RB,24-148,90,54,6,28,19,8,2,54,4,2,50.0,1,25.0,20,101,58,1,2,0,2,0,24,1
Bart Verbruggen,1,nl NED,GK,22-191,90,45,40,45,0,0,0,45,0,0,,0,,22,93,42,0,0,0,0,0,26,0
