Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
João Pedro,9,br BRA,FW,23-152,71,19,19,0,0,0,0,0,0,0,0,0,0,12,0,1
Danny Welbeck,18,eng ENG,FW,34-091,19,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Kaoru Mitoma,22,jp JPN,LW,27-281,90,21,21,0,0,0,0,1,0,0,0,0,0,13,0,0
Yankuba Minteh,17,gm GAM,RW,20-218,90,22,21,1,1,0,0,2,0,0,0,0,0,13,0,2
Georginio Rutter,14,fr FRA,AM,22-311,89,19,18,1,0,1,0,0,0,0,0,0,0,10,0,0
Solly March,7,eng ENG,AM,30-220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Gómez,25,py PAR,DM,21-335,71,37,35,2,0,2,0,0,1,0,0,0,0,32,0,0
Yasin Ayari,26,se SWE,DM,21-142,19,9,8,1,1,0,0,1,0,0,0,0,0,5,0,0
Carlos Baleba,20,cm CMR,DM,21-053,84,43,43,0,0,0,0,0,0,0,0,0,0,38,0,1
Mats Wieffer,27,nl NED,DM,25-101,6,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0
Pervis Estupiñán,30,ec ECU,LB,27-035,71,35,26,9,1,0,0,2,7,1,0,1,0,27,0,1
Jack Hinshelwood,41,eng ENG,LB,19-320,19,11,6,5,0,0,0,0,5,0,0,0,0,5,0,0
Adam Webster,4,eng ENG,CB,30-052,90,36,21,15,5,0,1,0,0,0,0,0,0,28,0,0
Jan Paul van Hecke,29,nl NED,CB,24-262,90,52,48,4,4,0,1,0,0,0,0,0,0,35,0,1
Tariq Lamptey,2,gh GHA,RB,24-148,90,42,26,16,2,0,0,2,14,0,0,0,0,31,0,1
Bart Verbruggen,1,nl NED,GK,22-191,90,40,33,7,2,0,0,0,0,0,0,0,0,21,0,0
