Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jean-Philippe Mateta,14,fr FRA,FW,27-065,68,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Ismaila Sarr,7,sn SEN,FW,26-189,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Eberechi Eze,10,eng ENG,AM,26-064,90,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0
Daichi Kamada,18,jp JPN,AM,28-027,87,1,0,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0
Jeffrey Schlupp,15,gh GHA,AM,31-253,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Will Hughes,19,eng ENG,CM,29-137,49,1,0,0,0,1,1,2,50.0,1,0,0,0,0,1,1,0
Cheick Doucouré,28,ml MLI,CM,24-237,41,2,1,0,1,1,1,1,100.0,0,0,0,0,1,3,1,0
Adam Wharton,20,eng ENG,CM,20-091,90,1,1,1,0,0,1,6,16.7,5,1,0,1,2,3,4,0
Tyrick Mitchell,3,eng ENG,WB,25-000,90,4,4,2,2,0,1,2,50.0,1,0,0,0,1,5,3,0
Daniel Muñoz,12,co COL,WB,28-098,90,5,3,5,0,0,3,4,75.0,1,0,0,0,1,6,2,0
Chris Richards,26,us USA,CB,24-157,90,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,6,0
Marc Guéhi,6,eng ENG,CB,24-050,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,7,0
Nathaniel Clyne,17,eng ENG,CB,33-149,90,3,0,2,1,0,3,3,100.0,0,0,0,0,1,4,5,0
Dean Henderson,1,eng ENG,GK,27-173,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
