Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
João Pedro,9,br BRA,FW,23-092,90,31,30,1,1,0,0,1,0,0,0,0,0,20,0,1
Kaoru Mitoma,22,jp JPN,LW,27-221,66,30,30,0,0,0,0,3,0,0,0,0,0,22,0,0
Simon Adingra,11,ci CIV,LW,22-361,24,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
Brajan Gruda,8,de GER,RW,20-210,66,35,32,3,0,0,1,2,3,0,0,0,0,27,0,1
Yankuba Minteh,17,gm GAM,RW,20-158,24,9,9,0,0,0,0,0,0,0,0,0,0,5,0,1
Julio Enciso,10,py PAR,AM,20-339,77,32,31,1,0,0,1,3,0,1,1,0,0,21,0,0
Georginio Rutter,14,fr FRA,AM,22-251,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Carlos Baleba,20,cm CMR,DM,20-359,90,40,39,1,1,0,0,0,0,0,0,0,0,34,0,1
Matt O'Riley,33,dk DEN,DM,24-036,66,37,34,3,1,0,0,2,0,1,1,0,0,30,0,1
Yasin Ayari,26,se SWE,DM,21-082,24,7,6,1,0,0,0,1,0,1,1,0,0,5,0,0
Pervis Estupiñán,30,ec ECU,LB,26-341,90,48,42,6,0,0,0,3,4,2,2,0,0,39,0,1
Lewis Dunk,5,eng ENG,CB,33-036,90,69,61,8,6,0,1,0,0,0,0,0,0,62,0,0
Jan Paul van Hecke,29,nl NED,CB,24-202,90,77,76,1,1,0,0,1,0,0,0,0,0,64,0,0
Joël Veltman,34,nl NED,RB,32-347,87,52,41,11,4,0,0,2,7,0,0,0,0,45,0,0
Solly March,7,eng ENG,RB,30-160,3,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0
Bart Verbruggen,1,nl NED,GK,22-131,90,45,41,4,2,0,0,0,0,0,0,0,0,35,0,0
