Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rasmus Højlund,9,dk DEN,FW,21-336,85,0,0,0,1,0,1,1,0,0,0,0,0,0,2,4,33.3
Joshua Zirkzee,11,nl NED,FW,23-228,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
Bruno Fernandes,8,pt POR,"AM,CM",30-119,90,0,0,0,1,3,0,10,1,0,0,0,0,8,2,0,100.0
Amad Diallo,16,ci CIV,AM,22-178,90,1,0,0,0,1,0,1,0,0,0,0,0,6,0,0,
Kobbie Mainoo,37,eng ENG,CM,19-261,71,0,0,0,1,1,0,0,1,2,0,0,0,5,0,5,0.0
Alejandro Garnacho,17,ar ARG,AM,20-188,19,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,
Manuel Ugarte Ribeiro,25,uy URU,CM,23-269,90,0,0,0,2,3,0,1,0,3,0,0,0,4,1,0,100.0
Diogo Dalot,20,pt POR,WB,25-293,90,1,0,0,2,0,0,5,0,1,0,0,0,8,0,0,
Noussair Mazraoui,3,ma MAR,WB,27-052,90,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,
Lisandro Martínez,6,ar ARG,CB,26-353,90,0,0,0,2,0,0,0,3,1,0,0,0,3,0,0,
Harry Maguire,5,eng ENG,CB,31-306,90,1,0,0,2,0,1,0,4,0,0,0,0,2,2,2,50.0
Matthijs de Ligt,4,nl NED,CB,25-146,82,1,0,0,2,2,1,0,1,1,0,1,0,1,1,0,100.0
Leny Yoro,15,fr FRA,CB,19-053,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
André Onana,24,cm CMR,GK,28-278,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
