Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Nicolas Jackson,15,sn SEN,FW,23-214,90,12,12,0,0,0,0,0,0,0,0,0,0,10,0,1
Pedro Neto,7,pt POR,LW,24-317,61,25,22,3,1,0,0,6,0,2,0,2,0,16,0,0
Jadon Sancho,19,eng ENG,LW,24-301,29,16,15,0,0,0,0,1,0,0,0,0,0,13,1,1
Noni Madueke,11,eng ENG,RW,22-316,83,32,29,3,0,0,1,7,3,0,0,0,0,23,0,0
Tyrique George,32,eng ENG,RW,18-351,7,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Cole Palmer,20,eng ENG,AM,22-259,83,44,39,4,2,1,1,3,0,0,0,0,0,36,1,2
João Félix,14,pt POR,AM,25-071,7,7,6,1,1,0,0,0,0,0,0,0,0,7,0,0
Moisés Caicedo,25,ec ECU,DM,23-079,90,60,58,2,1,0,0,0,1,0,0,0,0,52,0,0
Kiernan Dewsbury-Hall,22,eng ENG,DM,26-136,76,35,34,0,0,0,1,1,0,0,0,0,0,31,1,0
Malo Gusto,27,fr FRA,LB,21-246,14,18,15,3,1,0,0,0,2,0,0,0,0,12,0,0
Marc Cucurella,3,es ESP,"LB,DM",26-182,90,57,54,3,0,0,0,1,3,0,0,0,0,46,0,0
Trevoh Chalobah,23,eng ENG,CB,25-199,90,81,79,2,1,0,0,1,0,0,0,0,0,77,0,0
Tosin Adarabioyo,4,eng ENG,CB,27-118,90,95,93,1,0,0,0,0,1,0,0,0,0,90,1,0
Reece James,24,eng ENG,RB,25-043,76,78,65,12,4,0,0,3,7,1,0,1,0,68,1,0
Axel Disasi,2,fr FRA,RB,26-315,14,11,9,2,0,0,0,0,2,0,0,0,0,8,0,1
Robert Sánchez,1,es ESP,GK,27-063,90,49,39,10,5,0,0,0,0,0,0,0,0,43,0,0
