Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rodrigo Muniz,9,br BRA,FW,23-119,78,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
Raúl Jiménez,7,mx MEX,FW,33-118,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Alex Iwobi,17,ng NGA,LW,28-120,86,34,33,1,0,0,2,2,1,0,0,0,0,30,0,0
Harry Wilson,8,wls WAL,"RW,LW",27-162,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Adama Traoré,11,es ESP,"RW,LW",28-219,90,27,27,0,0,0,0,5,0,0,0,0,0,21,0,0
Emile Smith Rowe,32,eng ENG,LM,24-034,71,37,33,4,2,0,1,0,0,0,0,0,0,35,0,2
Sander Berge,16,no NOR,DM,26-199,19,10,9,1,1,0,0,0,0,0,0,0,0,10,0,0
Saša Lukić,20,rs SRB,"CM,DM",28-018,86,38,35,3,3,0,0,0,0,0,0,0,0,36,0,0
Harrison Reed,6,eng ENG,DM,29-217,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Pereira,18,br BRA,"RM,AM",28-243,86,54,44,10,4,0,0,14,0,6,4,1,0,30,0,0
Tom Cairney,10,sct SCO,AM,33-224,4,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1
Antonee Robinson,33,us USA,LB,27-023,90,41,36,5,0,0,0,4,5,0,0,0,0,32,0,2
Calvin Bassey,3,ng NGA,CB,24-244,90,71,67,4,2,0,1,0,0,0,0,0,0,59,0,1
Issa Diop,31,fr FRA,CB,27-235,90,47,44,3,3,0,0,0,0,0,0,0,0,42,0,0
Kenny Tete,2,nl NED,RB,28-327,90,51,34,17,0,0,0,1,17,0,0,0,0,40,0,3
Bernd Leno,1,de GER,GK,32-180,90,45,36,9,4,0,0,0,0,0,0,0,0,37,0,0
