Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jarrod Bowen,20,eng ENG,"FW,RM",27-362,90,0,0,0,1,0,0,2,1,0,0,0,0,5,0,0,
Mohammed Kudus,14,gh GHA,LM,24-136,74,0,0,0,1,3,0,3,0,0,0,0,0,11,0,0,
Oliver Scarles,57,eng ENG,LB,19-004,16,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0
Carlos Soler,4,es ESP,CM,27-349,55,1,0,0,2,0,0,4,0,0,0,0,0,2,1,0,100.0
Niclas Füllkrug,11,de GER,FW,31-311,35,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,33.3
Tomáš Souček,28,cz CZE,CM,29-293,90,0,0,0,0,0,0,3,2,1,0,0,0,4,3,4,42.9
Lucas Paquetá,10,br BRA,"RM,CM",27-111,90,0,0,0,2,1,1,3,1,0,0,0,0,0,1,4,20.0
Edson Álvarez,19,mx MEX,DM,27-053,74,1,0,0,1,0,0,0,0,0,0,0,0,8,2,1,66.7
Crysencio Summerville,7,nl NED,LM,23-047,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Aaron Wan-Bissaka,29,eng ENG,"LB,RB",27-020,89,0,0,0,1,0,0,3,3,1,0,0,0,9,0,3,0.0
Kaelan Casey,42,eng ENG,CB,20-049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Max Kilman,26,eng ENG,CB,27-207,90,0,0,0,2,0,0,0,0,0,0,0,0,5,5,2,71.4
Konstantinos Mavropanos,15,gr GRE,CB,27-005,90,0,0,0,1,1,0,0,1,1,0,0,0,3,2,1,66.7
Vladimír Coufal,5,cz CZE,"RB,CB",32-116,90,0,0,0,0,0,0,4,0,2,0,0,0,4,6,1,85.7
Łukasz Fabiański,1,pl POL,GK,39-242,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
