Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,37-338,58,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0
Patson Daka,20,zm ZAM,FW,26-066,32,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Stephy Mavididi,10,eng ENG,"LW,RW",26-197,58,28,28,0,0,0,0,1,0,0,0,0,0,21,0,0
Facundo Buonanotte,40,ar ARG,RW,19-357,32,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Kasey McAteer,35,ie IRL,"LW,RW",23-022,90,23,22,0,0,0,0,3,0,0,0,0,0,15,1,0
Bilal El Khannouss,11,ma MAR,AM,20-218,81,43,36,7,1,0,0,3,0,1,0,1,0,32,0,4
Bobby De Cordova-Reid,14,jm JAM,AM,31-316,9,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Hamza Choudhury,17,bd BAN,DM,27-074,58,33,33,0,0,0,0,0,0,0,0,0,0,28,0,0
Caleb Okoli,5,it ITA,CB,23-154,32,18,16,2,2,0,0,0,0,0,0,0,0,15,0,0
Oliver Skipp,22,eng ENG,DM,24-089,90,53,53,0,0,0,0,0,0,0,0,0,0,46,0,2
Victor Bernth Kristiansen,16,dk DEN,LB,21-364,90,45,37,8,1,0,0,2,6,1,1,0,0,30,0,3
Jannik Vestergaard,23,dk DEN,CB,32-133,90,59,51,7,1,0,0,0,0,0,0,0,0,51,1,1
Conor Coady,4,eng ENG,"CB,DM",31-293,90,50,50,0,0,0,0,0,0,0,0,0,0,42,0,3
James Justin,2,eng ENG,RB,26-295,90,52,38,14,0,0,0,1,14,0,0,0,0,43,0,2
Mads Hermansen,30,dk DEN,GK,24-156,45,20,16,4,2,0,0,0,0,0,0,0,0,11,0,0
Danny Ward,1,wls WAL,GK,31-175,45,23,18,5,0,0,0,0,0,0,0,0,0,15,0,0
