Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Evanilson,9,br BRA,FW,25-060,84,0,0,0,2,2,1,0,0,0,0,0,0,2,2,5,28.6
Enes Ünal,26,tr TUR,FW,27-209,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Marcus Tavernier,16,eng ENG,"LW,FW,AM",25-258,84,0,0,0,1,0,1,4,0,1,0,0,0,9,0,0,
Philip Billing,29,dk DEN,AM,28-177,6,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,100.0
Antoine Semenyo,24,gh GHA,"RW,RM",24-333,84,0,0,0,3,0,0,1,1,0,0,0,0,4,1,2,33.3
David Brooks,7,wls WAL,RW,27-150,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0
Justin Kluivert,19,nl NED,AM,25-214,63,0,0,0,0,2,1,0,0,2,0,0,0,4,0,0,
Dango Ouattara,11,bf BFA,"LW,LM",22-298,27,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,100.0
Ryan Christie,10,sct SCO,"DM,CM",29-287,76,0,0,0,1,0,0,1,5,0,0,0,0,7,0,0,
Lewis Cook,4,eng ENG,DM,27-306,14,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,
Tyler Adams,12,us USA,"DM,CM",25-295,90,1,0,0,5,2,0,0,3,5,0,0,0,7,2,0,100.0
Milos Kerkez,3,hu HUN,LB,21-028,90,0,0,0,1,2,0,2,3,2,0,0,0,4,0,0,
Dean Huijsen,2,es ESP,CB,19-235,90,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,100.0
Illia Zabarnyi,27,ua UKR,CB,22-095,90,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,
Adam Smith,15,eng ENG,RB,33-220,90,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,100.0
Kepa Arrizabalaga,13,es ESP,GK,30-063,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
