Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Anthony Elanga,21,se SWE,"FW,LW",22-280,90,43,1,3,15,27,5,43,3,2,66.7,1,33.3,23,289,214,8,4,5,3,2,34,13
Chris Wood,11,nz NZL,FW,33-056,81,21,0,0,11,10,4,20,1,1,100.0,0,0.0,9,27,10,0,0,0,4,3,13,2
Taiwo Awoniyi,9,ng NGA,FW,27-173,9,5,0,0,2,3,2,5,1,1,100.0,0,0.0,3,8,5,0,0,0,1,0,2,0
Elliot Anderson,8,eng ENG,CM,22-087,81,31,2,6,19,7,1,31,1,1,100.0,0,0.0,17,87,21,0,0,0,1,1,22,2
Ibrahim Sangaré,6,ci CIV,CM,27-061,9,9,1,1,7,1,1,9,0,0,,0,,0,0,0,0,0,0,1,0,4,0
Danilo,28,br BRA,CM,23-278,64,37,3,15,21,1,0,37,1,0,0.0,1,100.0,11,47,12,0,0,0,2,0,21,0
Nicolás Domínguez,16,ar ARG,CM,26-218,26,22,0,2,12,8,1,22,1,0,0.0,1,100.0,4,12,5,0,0,0,0,0,10,1
Morgan Gibbs-White,10,eng ENG,CM,25-005,71,51,0,13,29,12,4,51,3,2,66.7,1,33.3,25,168,111,3,2,1,4,0,36,3
Jota Silva,20,pt POR,RW,25-184,19,13,0,3,3,7,3,13,1,1,100.0,0,0.0,9,52,18,1,0,1,0,3,7,3
Neco Williams,7,wls WAL,"WB,LM",23-294,90,48,5,16,16,16,3,48,3,1,33.3,2,66.7,12,84,31,1,0,0,3,1,20,7
Ola Aina,34,ng NGA,"WB,RM",28-116,90,56,5,22,25,10,1,56,5,3,60.0,2,40.0,18,181,91,3,1,1,3,1,25,5
Murillo,5,br BRA,CB,22-212,71,44,8,20,24,0,0,44,3,3,100.0,0,0.0,19,128,84,1,0,0,0,1,24,1
Willy Boly,30,ci CIV,CB,33-364,19,6,0,5,1,0,0,6,0,0,,0,,0,0,0,0,0,0,0,0,2,0
Nikola Milenković,31,rs SRB,CB,27-112,90,31,11,21,9,1,1,31,0,0,,0,,7,25,12,0,0,0,0,0,17,0
Morato,4,br BRA,CB,23-216,90,53,13,36,16,1,0,53,0,0,,0,,19,115,49,0,0,0,1,1,29,1
Matz Sels,26,be BEL,GK,32-341,90,31,24,30,1,0,0,31,0,0,,0,,13,91,42,0,0,0,0,0,7,0
