Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Anthony Elanga,21,se SWE,"FW,LW",22-280,90,32,29,3,1,0,0,5,0,2,2,0,0,22,0,2
Chris Wood,11,nz NZL,FW,33-056,81,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
Taiwo Awoniyi,9,ng NGA,FW,27-173,9,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Elliot Anderson,8,eng ENG,CM,22-087,81,25,22,3,1,0,0,2,0,2,0,2,0,18,0,0
Ibrahim Sangaré,6,ci CIV,CM,27-061,9,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Danilo,28,br BRA,CM,23-278,64,31,31,0,0,0,0,1,0,0,0,0,0,27,0,2
Nicolás Domínguez,16,ar ARG,CM,26-218,26,16,15,1,1,0,0,0,0,0,0,0,0,14,0,1
Morgan Gibbs-White,10,eng ENG,CM,25-005,71,40,39,1,0,0,2,0,0,0,0,0,0,34,0,0
Jota Silva,20,pt POR,RW,25-184,19,7,7,0,0,0,0,1,0,0,0,0,0,6,0,1
Neco Williams,7,wls WAL,"WB,LM",23-294,90,26,22,4,0,0,0,0,4,0,0,0,0,23,0,1
Ola Aina,34,ng NGA,"WB,RM",28-116,90,40,30,10,1,0,0,1,9,0,0,0,0,31,0,5
Murillo,5,br BRA,CB,22-212,71,31,27,3,3,1,1,0,0,0,0,0,0,27,1,0
Willy Boly,30,ci CIV,CB,33-364,19,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Nikola Milenković,31,rs SRB,CB,27-112,90,20,20,0,0,0,0,0,0,0,0,0,0,18,0,0
Morato,4,br BRA,CB,23-216,90,34,34,0,0,0,0,0,0,0,0,0,0,26,0,0
Matz Sels,26,be BEL,GK,32-341,90,28,16,12,5,0,0,0,0,0,0,0,0,11,0,0
