Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dango Ouattara,11,bf BFA,FW,23-004,87,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
Daniel Jebbison,21,eng ENG,FW,21-186,3,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Antoine Semenyo,24,gh GHA,LW,25-039,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0
David Brooks,7,wls WAL,RW,27-222,66,2,2,1,0,1,0,1,0.0,1,2,0,2,0,2,0,0
Marcus Tavernier,16,eng ENG,"RW,AM",25-330,24,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Justin Kluivert,19,nl NED,AM,25-286,76,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0
Alex Scott,8,eng ENG,"AM,DM",21-178,14,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Ryan Christie,10,sct SCO,DM,29-359,87,2,1,1,1,0,1,2,50.0,1,2,0,2,1,3,3,0
Luis Sinisterra,17,co COL,"RW,DM",25-243,3,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
Tyler Adams,12,us USA,DM,26-001,90,7,3,3,2,2,4,9,44.4,5,4,2,2,1,8,0,0
Milos Kerkez,3,hu HUN,LB,21-100,90,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,5,0
Dean Huijsen,2,es ESP,CB,19-307,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,0
Illia Zabarnyi,27,ua UKR,CB,22-167,90,0,0,0,0,0,0,0,,0,2,1,1,4,4,6,0
Lewis Cook,4,eng ENG,RB,28-012,90,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,2,0
Kepa Arrizabalaga,13,es ESP,GK,30-135,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
