Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ollie Watkins,11,eng ENG,FW,28-238,64,12,0,2,4,6,3,12,0,0,,0,,5,15,4,0,0,0,2,4,10,1
Jáder Durán,9,co COL,FW,20-255,26,13,1,1,7,5,2,13,0,0,,0,,5,18,9,0,0,0,0,1,8,1
Morgan Rogers,27,eng ENG,FW,22-029,90,43,2,9,18,19,4,43,7,5,71.4,2,28.6,26,260,207,7,3,2,1,0,29,5
John McGinn,7,sct SCO,LM,29-311,64,20,0,9,8,4,0,20,2,0,0.0,1,50.0,10,52,34,1,0,0,2,0,13,0
Jacob Ramsey,41,eng ENG,LM,23-088,26,16,1,3,6,7,3,16,2,2,100.0,0,0.0,9,81,29,2,1,2,0,2,12,2
Youri Tielemans,8,be BEL,CM,27-109,90,49,6,19,25,6,0,49,3,1,33.3,1,33.3,20,63,29,0,0,0,2,0,24,0
Amadou Onana,24,be BEL,CM,23-008,75,26,3,13,9,5,1,26,1,0,0.0,0,0.0,16,122,100,3,1,0,0,1,17,0
Ross Barkley,6,eng ENG,CM,30-263,15,14,0,1,7,6,0,14,0,0,,0,,6,23,14,0,0,0,0,0,11,0
Leon Bailey,31,jm JAM,RM,27-015,90,31,3,8,10,13,1,31,2,1,50.0,1,50.0,16,75,37,1,0,0,1,1,18,5
Lucas Digne,12,fr FRA,LB,31-035,75,38,8,22,8,9,0,38,1,0,0.0,1,100.0,11,52,14,0,0,0,0,0,16,1
Ian Maatsen,22,nl NED,LB,22-167,15,13,0,3,4,6,0,13,1,1,100.0,0,0.0,9,36,14,1,1,0,1,1,9,1
Pau Torres,14,es ESP,CB,27-221,90,49,16,25,23,1,0,49,0,0,,0,,30,143,76,0,0,0,0,0,32,0
Ezri Konsa,4,eng ENG,CB,26-306,90,53,4,27,24,4,1,53,0,0,,0,,31,194,150,0,0,0,1,0,38,0
Matty Cash,2,pl POL,RB,27-017,15,7,1,4,2,1,1,7,0,0,,0,,2,4,1,0,0,0,0,0,4,1
Kosta Nedeljković,20,rs SRB,RB,18-252,75,31,2,6,16,9,0,31,2,1,50.0,1,50.0,14,69,28,1,0,0,0,0,15,0
Emiliano Martínez,23,ar ARG,GK,31-357,90,42,37,41,1,0,0,42,0,0,,0,,27,76,32,0,0,0,0,0,22,0
