Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Kai Havertz,29,de GER,"FW,LM",25-067,90,40,3,8,13,20,9,40,3,1,33.3,2,66.7,22,86,53,3,2,1,2,0,29,11
Gabriel Martinelli,11,br BRA,"LW,RW",23-060,90,34,0,2,12,21,10,34,7,2,28.6,2,28.6,22,152,67,4,1,2,2,0,22,15
Bukayo Saka,7,eng ENG,RW,22-347,79,38,1,1,12,26,12,38,1,0,0.0,1,100.0,25,129,75,4,1,4,3,2,26,16
Leandro Trossard,19,be BEL,LW,29-257,11,7,0,3,2,2,0,7,1,0,0.0,1,100.0,2,20,0,0,0,0,0,0,2,0
Declan Rice,41,eng ENG,LM,25-216,84,39,2,6,15,18,3,39,0,0,,0,,20,107,42,1,1,0,0,1,26,4
Gabriel Jesus,9,br BRA,FW,27-136,6,7,1,1,2,4,0,7,0,0,,0,,3,28,14,1,0,0,2,0,5,0
Thomas Partey,5,gh GHA,CM,31-065,90,45,3,16,21,8,0,45,0,0,,0,,30,106,57,0,0,0,1,1,33,0
Martin Ødegaard,8,no NOR,RM,25-244,90,41,0,5,15,23,3,41,5,3,60.0,2,40.0,28,232,95,3,0,2,0,3,27,1
Oleksandr Zinchenko,17,ua UKR,LB,27-246,68,66,5,20,34,13,2,66,1,1,100.0,0,0.0,32,230,63,1,2,0,1,1,36,2
Jurriën Timber,12,nl NED,LB,23-061,22,14,1,2,5,7,2,14,3,2,66.7,1,33.3,6,20,5,1,0,1,0,1,4,1
Gabriel Magalhães,6,br BRA,CB,26-242,90,75,7,34,37,4,1,75,0,0,,0,,47,161,61,0,0,0,0,0,55,0
William Saliba,2,fr FRA,CB,23-146,90,72,10,35,36,1,0,72,0,0,,0,,44,200,92,0,1,0,1,0,50,0
Ben White,4,eng ENG,RB,26-314,90,53,0,20,24,9,0,53,1,0,0.0,1,100.0,33,154,72,0,0,0,1,0,37,2
David Raya,22,es ESP,GK,28-337,90,38,30,37,1,0,0,38,0,0,,0,,26,120,53,0,0,0,0,0,24,0
