Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Mateus Fernandes,18,pt POR,FW,20-248,45,18,16,2,1,0,1,1,0,0,0,0,0,14,0,1
Paul Onuachu,32,ng NGA,FW,30-291,45,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0
Kamaldeen Sulemana,20,gh GHA,LW,23-028,82,30,30,0,0,0,0,2,0,0,0,0,0,27,0,0
Albert Grønbaek,29,dk DEN,LW,23-296,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Tyler Dibling,33,eng ENG,"RW,RM",19-003,90,43,40,3,0,0,0,1,1,0,0,0,0,38,0,2
Ryan Manning,3,ie IRL,LM,28-274,90,84,67,17,2,0,0,9,10,5,4,1,0,68,0,0
Joe Aribo,7,ng NGA,CM,28-237,89,72,71,1,1,0,0,0,0,0,0,0,0,66,0,1
Jack Stephens,5,eng ENG,CM,31-047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesley Ugochukwu,26,fr FRA,CM,20-354,82,44,43,1,1,0,0,0,0,0,0,0,0,38,0,0
Flynn Downes,4,eng ENG,CM,26-054,8,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0
Yukinari Sugawara,16,jp JPN,RM,24-260,68,47,37,10,1,0,1,2,9,0,0,0,0,36,0,0
Cameron Archer,19,eng ENG,RW,23-237,22,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1
Taylor Harwood-Bellis,6,eng ENG,CB,23-044,90,96,91,4,2,0,0,0,2,0,0,0,0,91,1,0
Armel Bella Kotchap,37,de GER,CB,23-094,90,82,80,1,1,0,0,0,0,0,0,0,0,80,1,0
Kyle Walker-Peters,2,eng ENG,CB,27-336,90,75,70,5,1,0,0,2,4,0,0,0,0,69,0,1
Aaron Ramsdale,30,eng ENG,GK,26-305,90,30,22,8,4,0,0,0,0,0,0,0,0,19,0,0
