Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,28-231,61,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
Jáder Durán,9,co COL,FW,20-248,29,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
John McGinn,7,sct SCO,LW,29-304,61,14,14,0,0,0,0,1,0,0,0,0,0,12,0,0
Jacob Ramsey,41,eng ENG,LW,23-081,29,13,12,0,0,0,0,0,0,0,0,0,0,12,1,0
Leon Bailey,31,jm JAM,RW,27-008,73,28,26,2,0,1,0,4,0,2,2,0,0,15,0,2
Jaden Philogene Bidace,19,eng ENG,RW,22-191,17,9,9,0,0,0,0,0,0,0,0,0,0,7,0,1
Morgan Rogers,27,eng ENG,AM,22-022,90,24,21,3,1,0,0,1,0,0,0,0,0,19,0,1
Youri Tielemans,8,be BEL,DM,27-102,90,53,51,2,1,1,0,2,0,1,1,0,0,47,0,0
Amadou Onana,24,be BEL,DM,23-001,90,31,31,0,0,0,0,0,0,0,0,0,0,30,0,0
Lucas Digne,12,fr FRA,LB,31-028,73,45,34,11,4,1,1,5,7,0,0,0,0,32,0,3
Ian Maatsen,22,nl NED,LB,22-160,17,9,7,2,0,0,0,0,2,0,0,0,0,7,0,2
Pau Torres,14,es ESP,CB,27-214,90,58,49,9,5,0,0,1,1,0,0,0,0,48,0,1
Ezri Konsa,4,eng ENG,CB,26-299,90,45,44,1,1,1,0,0,0,0,0,0,0,41,0,0
Matty Cash,2,pl POL,RB,27-010,81,43,31,12,4,0,0,1,8,0,0,0,0,33,0,0
Kosta Nedeljković,20,rs SRB,RB,18-245,9,7,6,1,0,0,0,0,1,0,0,0,0,6,0,0
Emiliano Martínez,23,ar ARG,GK,31-350,90,37,31,6,3,0,0,0,0,0,0,0,0,26,0,0
