Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ollie Watkins,11,eng ENG,FW,28-231,61,13,0,0,8,5,1,13,3,0,0.0,3,100.0,9,50,14,1,1,1,2,1,10,3
Jáder Durán,9,co COL,FW,20-248,29,21,0,1,9,11,3,21,3,1,33.3,2,66.7,12,25,6,0,0,0,1,1,17,4
John McGinn,7,sct SCO,LW,29-304,61,24,1,1,14,9,5,24,0,0,,0,,7,42,28,2,0,0,1,0,14,1
Jacob Ramsey,41,eng ENG,LW,23-081,29,16,0,0,11,5,2,16,1,1,100.0,0,0.0,11,92,64,2,1,1,1,0,10,1
Leon Bailey,31,jm JAM,RW,27-008,73,35,0,2,7,27,3,35,2,2,100.0,0,0.0,24,237,146,5,1,2,2,2,28,3
Jaden Philogene Bidace,19,eng ENG,RW,22-191,17,12,2,2,2,8,1,12,0,0,,0,,3,10,5,0,0,0,0,0,4,2
Morgan Rogers,27,eng ENG,AM,22-022,90,35,3,8,14,15,3,35,2,1,50.0,1,50.0,13,187,163,4,4,0,0,1,16,4
Youri Tielemans,8,be BEL,DM,27-102,90,64,3,16,39,9,0,64,2,1,50.0,1,50.0,43,204,99,2,0,0,2,1,49,1
Amadou Onana,24,be BEL,DM,23-001,90,48,4,13,28,8,1,48,1,1,100.0,0,0.0,25,147,87,2,0,0,1,1,23,0
Lucas Digne,12,fr FRA,LB,31-028,73,52,2,17,20,17,0,52,0,0,,0,,27,146,79,0,0,0,2,0,32,5
Ian Maatsen,22,nl NED,LB,22-160,17,13,0,5,6,2,0,13,0,0,,0,,5,46,35,1,1,0,0,0,5,1
Pau Torres,14,es ESP,CB,27-214,90,68,8,38,25,6,0,68,1,1,100.0,0,0.0,43,311,220,3,1,0,1,0,44,0
Ezri Konsa,4,eng ENG,CB,26-299,90,54,7,29,23,2,1,54,0,0,,0,,32,144,73,0,0,0,1,0,38,0
Matty Cash,2,pl POL,RB,27-010,81,55,5,18,23,14,1,55,0,0,,0,,24,100,49,1,3,0,0,0,28,0
Kosta Nedeljković,20,rs SRB,RB,18-245,9,11,2,3,7,1,0,11,0,0,,0,,4,5,0,0,0,0,1,0,5,0
Emiliano Martínez,23,ar ARG,GK,31-350,90,40,30,39,1,0,0,40,0,0,,0,,28,146,84,0,0,0,0,0,21,0
