Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Ollie Watkins,11,eng ENG,FW,28-231,61,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Jáder Durán,9,co COL,FW,20-248,29,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
John McGinn,7,sct SCO,LW,29-304,61,2,1,0,2,0,0,0,,0,0,0,0,0,2,1,0
Jacob Ramsey,41,eng ENG,LW,23-081,29,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Leon Bailey,31,jm JAM,RW,27-008,73,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jaden Philogene Bidace,19,eng ENG,RW,22-191,17,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Morgan Rogers,27,eng ENG,AM,22-022,90,1,1,0,1,0,0,0,,0,3,1,2,0,1,1,0
Youri Tielemans,8,be BEL,DM,27-102,90,2,2,1,1,0,1,1,100.0,0,1,0,1,2,4,1,0
Amadou Onana,24,be BEL,DM,23-001,90,3,1,1,1,1,0,0,,0,1,0,1,2,5,3,0
Lucas Digne,12,fr FRA,LB,31-028,73,2,0,1,0,1,1,2,50.0,1,1,1,0,1,3,1,0
Ian Maatsen,22,nl NED,LB,22-160,17,3,2,1,2,0,1,1,100.0,0,0,0,0,0,3,0,0
Pau Torres,14,es ESP,CB,27-214,90,4,4,2,2,0,1,1,100.0,0,2,2,0,0,4,3,0
Ezri Konsa,4,eng ENG,CB,26-299,90,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0
Matty Cash,2,pl POL,RB,27-010,81,3,1,0,3,0,0,2,0.0,2,1,0,1,1,4,5,0
Kosta Nedeljković,20,rs SRB,RB,18-245,9,1,1,1,0,0,0,0,,0,1,0,1,0,1,2,0
Emiliano Martínez,23,ar ARG,GK,31-350,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
