Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Dominic Calvert-Lewin,9,eng ENG,FW,27-231,61,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,100.0
Beto,14,gw GNB,FW,26-276,29,0,0,0,0,2,1,0,0,0,0,0,0,1,1,2,33.3
Iliman Ndiaye,10,sn SEN,LW,24-241,61,0,0,0,1,2,0,1,1,1,0,0,0,5,0,0,
Jack Harrison,11,eng ENG,"AM,RM,LW",27-348,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Jesper Lindstrøm,29,dk DEN,RW,24-247,87,0,0,0,0,2,0,9,1,0,0,0,0,6,1,0,100.0
Jarrad Branthwaite,32,eng ENG,CB,22-128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dwight McNeil,7,eng ENG,"AM,LW,LM",24-346,90,0,0,0,1,1,0,4,0,0,0,0,0,4,0,1,0.0
Orel Mangala,8,be BEL,"DM,CM",26-229,90,0,0,0,4,2,0,0,1,1,0,0,0,4,0,0,
Idrissa Gana Gueye,27,sn SEN,"DM,CM",35-037,90,0,0,0,4,1,0,0,1,1,0,0,0,8,0,0,
Vitaliy Mykolenko,19,ua UKR,LB,25-157,90,0,0,0,0,1,0,5,1,2,0,0,0,4,0,2,0.0
Michael Keane,5,eng ENG,"CB,FW",31-296,90,1,0,0,3,0,0,0,0,1,0,0,0,1,1,2,33.3
James Tarkowski,6,eng ENG,CB,31-349,90,1,0,0,2,3,0,0,0,2,0,0,0,3,1,0,100.0
Ashley Young,18,eng ENG,RB,39-116,90,0,0,0,1,0,0,0,2,0,0,0,0,7,0,0,
Jordan Pickford,1,eng ENG,GK,30-240,90,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
