Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Adam Armstrong,9,eng ENG,FW,27-344,57,24,1,3,9,13,4,24,0,0,,0,,17,175,118,5,3,0,2,2,17,4
Paul Onuachu,32,ng NGA,FW,30-236,33,15,0,2,8,5,4,15,1,0,0.0,1,100.0,6,14,2,0,0,0,2,0,12,2
Cameron Archer,19,eng ENG,FW,23-182,57,17,1,2,7,8,2,17,2,2,100.0,0,0.0,11,46,4,0,0,0,2,3,15,2
Kamaldeen Sulemana,20,gh GHA,FW,22-339,33,13,0,0,3,10,1,13,3,1,33.3,2,66.7,10,39,13,0,1,0,0,0,10,0
Mateus Fernandes,18,pt POR,AM,20-193,90,66,2,12,25,29,1,66,3,2,66.7,1,33.3,27,172,72,1,1,0,3,1,35,3
Joe Aribo,7,ng NGA,"CM,CB",28-182,90,65,2,10,38,17,2,65,2,1,50.0,1,50.0,40,305,212,4,3,2,0,0,49,3
Flynn Downes,4,eng ENG,CM,25-365,45,38,1,10,22,7,1,38,1,1,100.0,0,0.0,16,84,14,0,0,0,0,1,26,0
Lesley Ugochukwu,26,fr FRA,CM,20-299,45,33,1,5,19,9,1,33,3,3,100.0,0,0.0,22,207,116,2,3,1,0,1,23,1
Kyle Walker-Peters,2,eng ENG,WB,27-281,90,62,1,10,22,30,1,62,3,1,33.3,2,66.7,34,292,166,4,5,0,3,2,43,11
Yukinari Sugawara,16,jp JPN,WB,24-205,57,39,1,3,14,23,0,39,1,1,100.0,0,0.0,23,112,80,1,1,0,2,0,32,5
Ryan Manning,3,ie IRL,WB,28-219,33,27,3,7,10,10,1,27,0,0,,0,,15,77,28,1,1,1,0,1,16,4
Taylor Harwood-Bellis,6,eng ENG,CB,22-355,90,71,6,22,41,8,2,71,0,0,,0,,36,246,184,5,2,0,2,0,53,0
Jan Bednarek,35,pl POL,CB,28-282,90,62,2,24,35,3,3,62,0,0,,0,,24,94,38,0,0,0,0,1,43,0
James Bree,14,eng ENG,CB,27-100,85,61,5,25,25,13,0,61,0,0,,0,,32,242,137,3,3,0,1,0,40,1
William Smallbone,8,ie IRL,CM,24-333,5,8,0,0,6,2,0,8,0,0,,0,,5,7,5,0,0,0,1,0,7,3
Aaron Ramsdale,30,eng ENG,GK,26-250,90,27,19,26,1,0,0,27,0,0,,0,,10,45,30,0,0,0,0,0,14,0
