Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Danny Welbeck,18,eng ENG,FW,34-054,68,0,0,0,0,3,0,1,1,1,0,0,0,4,0,0,
Georginio Rutter,14,fr FRA,FW,22-274,22,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,50.0
João Pedro,9,br BRA,FW,23-115,89,0,0,0,1,1,0,0,0,0,0,0,0,3,2,3,40.0
Julio Enciso,10,py PAR,FW,20-362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kaoru Mitoma,22,jp JPN,LM,27-244,90,0,0,0,3,0,1,1,1,1,0,0,0,4,0,0,
Yasin Ayari,26,se SWE,CM,21-105,90,0,0,0,3,0,0,3,1,0,0,0,0,3,2,1,66.7
Carlos Baleba,20,cm CMR,CM,21-016,89,1,0,0,2,2,0,0,1,1,0,1,0,5,2,1,66.7
Diego Gómez,25,py PAR,CM,21-298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Yankuba Minteh,17,gm GAM,RM,20-181,68,1,0,0,1,0,0,1,1,3,0,0,0,2,0,4,0.0
Solly March,7,eng ENG,RM,30-183,22,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,
Pervis Estupiñán,30,ec ECU,LB,26-364,83,0,0,0,0,2,0,1,1,1,0,0,0,3,0,0,
Tariq Lamptey,2,gh GHA,LB,24-111,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
Lewis Dunk,5,eng ENG,CB,33-059,90,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,100.0
Jan Paul van Hecke,29,nl NED,CB,24-225,90,0,0,0,1,0,0,0,0,1,0,0,0,5,3,1,75.0
Joël Veltman,34,nl NED,RB,33-004,90,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,100.0
Bart Verbruggen,1,nl NED,GK,22-154,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
