Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Mohammed Kudus,14,gh GHA,"FW,RM",24-169,90,28,28,0,0,0,1,1,0,0,0,0,0,24,0,1
Tomáš Souček,28,cz CZE,"AM,CM,CB",29-326,90,46,46,0,0,0,0,0,0,0,0,0,0,36,0,0
Lucas Paquetá,10,br BRA,AM,27-144,55,22,21,1,1,1,0,1,0,0,0,0,0,13,0,1
Danny Ings,18,eng ENG,FW,32-179,35,8,7,1,0,0,0,0,0,0,0,0,0,6,0,1
Guido Rodríguez,24,ar ARG,CM,30-281,45,23,23,0,0,0,0,0,0,0,0,0,0,18,0,0
Carlos Soler,4,es ESP,"LM,CM,AM",28-016,45,32,27,5,2,0,0,2,0,1,0,1,0,28,0,1
Edson Álvarez,19,mx MEX,CM,27-086,82,41,40,1,1,0,1,0,0,0,0,0,0,35,0,0
Luis Guilherme,17,br BRA,LM,18-344,8,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Emerson Palmieri,33,it ITA,WB,30-168,55,22,21,1,0,0,0,1,1,0,0,0,0,14,0,1
Lewis Orford,61,eng ENG,"DM,CM",18-335,35,33,32,1,1,0,0,0,0,0,0,0,0,29,0,0
Aaron Wan-Bissaka,29,eng ENG,"WB,RB",27-053,90,72,68,4,0,0,0,2,4,0,0,0,0,56,0,3
Aaron Cresswell,3,eng ENG,CB,35-034,55,43,35,8,4,0,0,4,3,1,0,1,0,31,0,2
Oliver Scarles,57,eng ENG,LB,19-037,35,25,23,2,0,0,0,2,2,0,0,0,0,22,0,0
Max Kilman,26,eng ENG,CB,27-240,90,85,85,0,0,0,1,0,0,0,0,0,0,73,0,0
Konstantinos Mavropanos,15,gr GRE,CB,27-038,79,55,53,1,1,0,1,0,0,0,0,0,0,45,1,0
Łukasz Fabiański,1,pl POL,GK,39-275,90,36,31,5,0,0,0,0,0,0,0,0,0,32,0,0
