Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rasmus Højlund,9,dk DEN,FW,22-018,69,7,4,3,0,0,0,0,0,0,0,0,0,7,0,0
Chidozie Obi-Martin,56,dk DEN,FW,17-085,21,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Bruno Fernandes,8,pt POR,"AM,CM",30-167,90,94,79,15,6,4,0,12,1,8,4,3,0,68,0,0
Joshua Zirkzee,11,nl NED,AM,23-276,90,31,31,0,0,1,0,0,0,0,0,0,0,21,0,1
Casemiro,18,br BRA,CM,32-365,61,44,44,0,0,0,0,0,0,0,0,0,0,35,0,0
Alejandro Garnacho,17,ar ARG,AM,20-236,29,15,14,1,1,0,0,0,0,0,0,0,0,15,0,0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-317,90,46,46,0,0,0,0,3,0,0,0,0,0,39,0,1
Patrick Dorgu,13,dk DEN,WB,20-119,90,65,58,7,0,0,0,4,7,0,0,0,0,52,0,3
Diogo Dalot,20,pt POR,WB,25-341,90,44,37,7,0,0,0,0,7,0,0,0,0,39,0,0
Matthijs de Ligt,4,nl NED,CB,25-194,90,66,66,0,0,0,1,0,0,0,0,0,0,58,0,0
Harry Maguire,5,eng ENG,CB,31-354,90,55,54,1,1,0,1,0,0,0,0,0,0,51,0,0
Noussair Mazraoui,3,ma MAR,CB,27-100,69,59,53,6,1,0,0,0,2,0,0,0,0,52,0,0
Leny Yoro,15,fr FRA,CB,19-101,21,15,15,0,0,0,0,1,0,0,0,0,0,14,0,0
André Onana,24,cm CMR,GK,28-326,90,28,25,3,2,0,0,0,0,0,0,0,0,24,0,0
