Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Luis Díaz,7,co COL,"FW,LW",27-323,89,29,0,2,14,14,2,29,4,1,25.0,2,50.0,21,155,59,2,3,1,6,1,21,4
Harvey Elliott,19,eng ENG,LW,21-241,1,2,0,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Cody Gakpo,18,nl NED,LW,25-208,72,28,2,4,9,15,6,28,2,2,100.0,0,0.0,16,127,71,3,1,2,3,4,17,10
Darwin Núñez,9,uy URU,FW,25-160,18,6,2,3,1,2,1,6,0,0,,0,,2,2,0,0,0,0,1,0,2,1
Mohamed Salah,11,eg EGY,RW,32-169,83,24,0,2,12,12,6,23,3,1,33.3,2,66.7,20,160,114,6,2,6,3,2,21,2
Curtis Jones,17,eng ENG,AM,23-306,7,10,0,1,2,7,1,10,0,0,,0,,7,46,17,1,0,1,1,0,7,2
Dominik Szoboszlai,8,hu HUN,"AM,RW",24-037,90,72,1,11,36,25,2,72,1,0,0.0,1,100.0,44,234,101,4,0,0,0,0,51,3
Alexis Mac Allister,10,ar ARG,DM,25-343,90,49,2,12,23,14,1,49,1,1,100.0,0,0.0,18,109,44,1,0,0,0,0,30,2
Ryan Gravenberch,38,nl NED,DM,22-199,90,53,5,16,27,12,2,53,3,0,0.0,2,66.7,26,153,95,3,2,1,1,0,30,0
Andrew Robertson,26,sct SCO,LB,30-265,90,40,1,15,14,11,1,40,1,0,0.0,1,100.0,18,136,82,3,0,0,3,0,21,3
Virgil van Dijk,4,nl NED,CB,33-146,90,57,15,30,23,4,3,57,1,0,0.0,1,100.0,29,163,78,1,1,0,0,0,36,0
Joe Gomez,2,eng ENG,CB,27-192,90,79,12,47,32,0,0,79,0,0,,0,,53,260,90,0,0,0,0,0,59,0
Trent Alexander-Arnold,66,eng ENG,RB,26-055,72,65,5,29,20,16,1,65,0,0,,0,,29,117,57,0,1,0,2,0,35,4
Jarell Quansah,78,eng ENG,RB,21-307,18,12,0,3,4,5,0,12,0,0,,0,,5,40,28,1,0,0,0,1,6,0
Caoimhín Kelleher,62,ie IRL,GK,26-008,90,45,33,45,0,0,0,45,0,0,,0,,39,181,59,0,0,0,0,0,34,0
