Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-189,72,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Christopher Nkunku,18,fr FRA,FW,27-042,18,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Jadon Sancho,19,eng ENG,LW,24-276,90,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
Pedro Neto,7,pt POR,RW,24-292,90,1,0,1,0,0,1,4,25.0,3,0,0,0,1,2,0,0
Cole Palmer,20,eng ENG,AM,22-234,90,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
Moisés Caicedo,25,ec ECU,DM,23-054,90,1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,3,0
Enzo Fernández,8,ar ARG,DM,23-344,90,2,2,0,2,0,1,6,16.7,5,0,0,0,0,2,0,0
Marc Cucurella,3,es ESP,LB,26-157,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,3,0
Levi Colwill,6,eng ENG,CB,21-304,90,3,2,2,0,1,1,1,100.0,0,0,0,0,1,4,5,0
Tosin Adarabioyo,4,eng ENG,CB,27-093,90,2,1,1,1,0,2,3,66.7,1,0,0,0,0,2,4,0
Malo Gusto,27,fr FRA,RB,21-221,90,1,0,0,1,0,0,1,0.0,1,1,0,1,2,3,2,0
Robert Sánchez,1,es ESP,GK,27-038,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
