Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,29-051,90,23,22,1,0,0,0,1,0,0,0,0,0,18,0,0
Marcus Rashford,9,eng ENG,LW,27-111,66,28,25,3,1,0,0,5,0,2,1,0,0,17,0,1
Jacob Ramsey,41,eng ENG,LW,23-267,24,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
Morgan Rogers,27,eng ENG,"RW,AM",22-208,90,36,33,1,0,1,0,3,1,0,0,0,0,22,2,2
Marco Asensio,21,es ESP,AM,29-029,66,28,25,2,1,0,0,0,0,1,0,0,0,22,1,0
Donyell Malen,17,nl NED,RW,26-041,24,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1
Youri Tielemans,8,be BEL,DM,27-288,90,60,56,4,1,0,0,1,0,1,0,1,0,50,0,2
John McGinn,7,sct SCO,DM,30-124,85,43,40,3,1,0,0,1,0,2,1,0,0,37,0,0
Lamare Bogarde,26,nl NED,DM,21-045,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Lucas Digne,12,fr FRA,LB,31-214,77,31,25,6,0,0,0,1,6,0,0,0,0,24,0,1
Ian Maatsen,22,nl NED,LB,22-346,13,6,6,0,0,0,0,2,0,0,0,0,0,4,0,0
Tyrone Mings,5,eng ENG,CB,31-343,90,42,38,4,0,0,0,0,0,0,0,0,0,39,0,1
Axel Disasi,3,fr FRA,CB,26-345,90,63,62,1,1,0,0,0,0,0,0,0,0,59,0,2
Andrés García,16,es ESP,RB,22-012,66,38,35,3,0,0,0,5,3,0,0,0,0,32,0,1
Matty Cash,2,pl POL,RB,27-196,24,25,23,2,0,0,0,0,2,0,0,0,0,20,0,1
Emiliano Martínez,23,ar ARG,GK,32-170,90,46,32,14,3,0,0,0,0,0,0,0,0,36,0,0
