Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ollie Watkins,11,eng ENG,FW,29-051,90,30,2,3,14,14,3,30,1,0,0.0,1,100.0,20,89,52,3,2,1,2,2,23,5
Marcus Rashford,9,eng ENG,LW,27-111,66,36,0,2,6,28,1,36,4,2,50.0,2,50.0,27,188,120,3,3,1,1,1,29,6
Jacob Ramsey,41,eng ENG,LW,23-267,24,11,0,3,1,8,2,11,0,0,,0,,8,60,35,1,1,0,0,0,9,1
Morgan Rogers,27,eng ENG,"RW,AM",22-208,90,50,4,5,24,23,5,50,7,4,57.1,3,42.9,34,205,113,3,2,0,3,1,40,7
Marco Asensio,21,es ESP,AM,29-029,66,32,0,3,18,11,2,32,1,1,100.0,0,0.0,22,133,59,1,2,0,1,0,21,1
Donyell Malen,17,nl NED,RW,26-041,24,12,0,0,3,10,3,12,0,0,,0,,5,27,18,0,1,0,0,1,6,2
Youri Tielemans,8,be BEL,DM,27-288,90,78,7,17,46,15,1,78,3,2,66.7,1,33.3,45,227,97,1,0,0,2,0,47,0
John McGinn,7,sct SCO,DM,30-124,85,49,5,10,32,7,1,49,1,0,0.0,1,100.0,29,127,64,1,0,0,0,1,31,0
Lamare Bogarde,26,nl NED,DM,21-045,5,6,0,0,4,2,1,6,0,0,,0,,1,0,0,0,0,0,1,0,1,0
Lucas Digne,12,fr FRA,LB,31-214,77,40,2,13,15,12,0,40,0,0,,0,,20,58,28,0,0,0,1,0,17,2
Ian Maatsen,22,nl NED,LB,22-346,13,8,1,2,1,5,0,8,0,0,,0,,3,50,42,1,1,0,0,0,3,1
Tyrone Mings,5,eng ENG,CB,31-343,90,52,17,24,24,4,2,52,1,1,100.0,0,0.0,31,78,32,0,1,0,0,0,28,0
Axel Disasi,3,fr FRA,CB,26-345,90,71,10,36,31,5,2,71,2,2,100.0,0,0.0,54,316,112,3,1,2,0,1,53,2
Andrés García,16,es ESP,RB,22-012,66,50,1,12,20,18,0,50,2,1,50.0,1,50.0,33,285,174,8,4,0,3,0,34,3
Matty Cash,2,pl POL,RB,27-196,24,29,1,10,13,6,2,29,0,0,,0,,21,116,85,2,0,0,1,0,20,1
Emiliano Martínez,23,ar ARG,GK,32-170,90,48,42,48,0,0,0,48,0,0,,0,,29,95,49,0,0,0,0,0,24,0
