Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Nicolas Jackson,15,sn SEN,FW,23-122,90,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0
Jadon Sancho,19,eng ENG,LW,24-209,45,22,21,1,0,0,0,0,1,0,0,0,0,19,0,1
Pedro Neto,7,pt POR,"LW,RW",24-225,45,25,24,1,0,0,0,3,1,0,0,0,0,20,0,0
Noni Madueke,11,eng ENG,RW,22-224,75,25,25,0,0,0,0,0,0,0,0,0,0,23,0,0
Christopher Nkunku,18,fr FRA,LW,26-341,15,7,6,1,0,0,0,0,0,1,0,0,0,7,0,0
Cole Palmer,20,eng ENG,AM,22-167,90,30,25,5,1,0,2,3,0,1,1,0,0,25,0,1
Roméo Lavia,45,be BEL,DM,20-288,52,22,22,0,0,0,0,0,0,0,0,0,0,21,0,0
Enzo Fernández,8,ar ARG,DM,23-277,38,22,21,1,0,0,1,1,0,1,0,0,0,18,0,0
Moisés Caicedo,25,ec ECU,DM,22-353,90,53,51,2,2,2,1,1,0,0,0,0,0,43,0,2
Malo Gusto,27,fr FRA,"LB,RB",21-154,90,65,60,5,1,0,0,3,4,0,0,0,0,58,0,1
Levi Colwill,6,eng ENG,CB,21-237,90,81,77,4,2,0,1,0,1,0,0,0,0,71,0,1
Tosin Adarabioyo,4,eng ENG,CB,27-026,52,46,44,2,1,0,0,0,0,0,0,0,0,43,0,0
Benoît Badiashile,5,fr FRA,CB,23-208,38,43,41,2,2,0,0,0,0,0,0,0,0,42,0,0
Reece James,24,eng ENG,RB,24-317,52,55,46,9,2,0,0,6,5,2,1,0,0,45,0,0
Renato Veiga,40,pt POR,LB,21-083,38,30,24,6,4,0,0,0,2,0,0,0,0,22,0,0
Robert Sánchez,1,es ESP,GK,26-337,90,42,39,3,1,0,0,0,0,0,0,0,0,35,0,1
