Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Luis Díaz,7,co COL,"FW,LW",27-351,90,33,33,0,0,0,1,0,0,0,0,0,0,32,0,0
Cody Gakpo,18,nl NED,LW,25-236,57,21,19,2,0,1,0,1,2,0,0,0,0,19,0,0
Diogo Jota,20,pt POR,FW,28-025,33,16,16,0,0,0,0,0,0,0,0,0,0,10,0,1
Mohamed Salah,11,eg EGY,RW,32-197,90,39,39,0,0,1,0,3,0,0,0,0,0,21,0,1
Curtis Jones,17,eng ENG,AM,23-334,73,39,36,3,1,0,1,0,1,0,0,0,0,37,0,0
Harvey Elliott,19,eng ENG,AM,21-269,17,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Alexis Mac Allister,10,ar ARG,DM,26-005,90,67,63,4,0,2,0,4,0,4,2,2,0,58,0,1
Ryan Gravenberch,38,nl NED,DM,22-227,57,29,29,0,0,0,0,0,0,0,0,0,0,27,0,0
Wataru Endo,3,jp JPN,DM,31-324,33,24,24,0,0,0,0,0,0,0,0,0,0,23,0,0
Andrew Robertson,26,sct SCO,LB,30-293,73,59,52,7,2,0,0,5,4,1,0,1,0,52,0,0
Kostas Tsimikas,21,gr GRE,LB,28-231,17,6,4,2,1,0,0,1,1,0,0,0,0,4,0,1
Virgil van Dijk,4,nl NED,CB,33-174,90,61,52,9,5,0,0,0,0,0,0,0,0,57,0,1
Joe Gomez,2,eng ENG,CB,27-220,36,29,29,0,0,0,1,0,0,0,0,0,0,24,0,0
Jarell Quansah,78,eng ENG,CB,21-335,54,45,43,2,2,0,0,0,0,0,0,0,0,45,0,0
Trent Alexander-Arnold,66,eng ENG,RB,26-083,90,80,74,6,0,0,1,8,5,1,0,1,0,64,0,3
Alisson,1,br BRA,GK,32-088,90,27,25,2,1,0,0,0,0,0,0,0,0,22,0,0
