Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,37-282,90,6,6,0,0,0,0,1,0,0,0,0,0,2,0,0
Stephy Mavididi,10,eng ENG,LW,26-141,87,43,41,2,0,1,0,6,1,1,0,1,0,32,0,0
Bobby De Cordova-Reid,14,jm JAM,LW,31-260,3,6,6,0,0,0,0,1,0,0,0,0,0,5,0,1
Facundo Buonanotte,40,ar ARG,RW,19-301,90,43,39,4,2,0,0,5,0,2,1,0,0,34,0,3
Bilal El Khannouss,11,ma MAR,AM,20-162,68,29,23,6,2,0,0,2,0,1,1,0,0,24,0,1
Jordan Ayew,18,gh GHA,AM,33-038,22,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Oliver Skipp,22,eng ENG,DM,24-033,45,17,17,0,0,0,0,0,0,0,0,0,0,16,0,1
Harry Winks,8,eng ENG,DM,28-260,45,37,35,2,0,0,0,1,0,2,1,0,0,34,0,0
Wilfred Ndidi,6,ng NGA,DM,27-308,90,58,55,2,1,1,0,4,1,0,0,0,0,43,1,3
Victor Bernth Kristiansen,16,dk DEN,LB,21-308,58,41,37,4,0,0,0,0,4,0,0,0,0,37,0,0
Abdul Fatawu Issahaku,7,gh GHA,RB,20-225,32,19,17,2,1,0,0,3,1,0,0,0,0,13,0,0
Caleb Okoli,5,it ITA,CB,23-098,90,69,65,4,1,0,1,0,0,0,0,0,0,62,0,0
Wout Faes,3,be BEL,CB,26-199,90,68,64,3,2,0,1,1,1,0,0,0,0,56,1,1
James Justin,2,eng ENG,"RB,LB",26-239,90,70,61,9,0,0,0,3,9,0,0,0,0,61,0,1
Mads Hermansen,30,dk DEN,GK,24-100,90,34,29,5,1,0,0,0,0,0,0,0,0,27,0,0
