Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,37-282,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Stephy Mavididi,10,eng ENG,LW,26-141,87,1,1,0,1,0,0,1,0.0,1,2,0,2,0,1,1,0
Bobby De Cordova-Reid,14,jm JAM,LW,31-260,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Facundo Buonanotte,40,ar ARG,RW,19-301,90,7,3,2,1,4,2,4,50.0,2,1,0,1,0,7,0,0
Bilal El Khannouss,11,ma MAR,AM,20-162,68,2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,1,0
Jordan Ayew,18,gh GHA,AM,33-038,22,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Oliver Skipp,22,eng ENG,DM,24-033,45,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
Harry Winks,8,eng ENG,DM,28-260,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Wilfred Ndidi,6,ng NGA,DM,27-308,90,4,1,2,1,1,2,3,66.7,1,1,1,0,0,4,4,0
Victor Bernth Kristiansen,16,dk DEN,LB,21-308,58,4,4,2,2,0,2,2,100.0,0,1,0,1,1,5,0,0
Abdul Fatawu Issahaku,7,gh GHA,RB,20-225,32,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0
Caleb Okoli,5,it ITA,CB,23-098,90,3,1,0,3,0,3,3,100.0,0,0,0,0,1,4,6,0
Wout Faes,3,be BEL,CB,26-199,90,4,3,2,1,1,1,2,50.0,1,1,1,0,0,4,2,0
James Justin,2,eng ENG,"RB,LB",26-239,90,3,2,2,1,0,0,0,,0,0,0,0,1,4,6,0
Mads Hermansen,30,dk DEN,GK,24-100,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
