Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Beto,14,gw GNB,FW,27-026,90,0,0,0,0,1,0,0,0,1,0,0,0,2,5,6,45.5
Jack Harrison,11,eng ENG,LW,28-098,90,0,0,0,1,0,0,7,0,0,0,0,0,2,0,1,0.0
Jesper Lindstrøm,29,dk DEN,RW,24-363,74,0,0,0,1,1,0,3,0,2,0,0,0,5,0,0,
Ashley Young,18,eng ENG,RW,39-232,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Carlos Alcaraz,24,ar ARG,AM,22-088,90,1,0,0,1,1,0,0,0,2,0,0,0,7,1,1,50.0
James Garner,37,eng ENG,DM,23-350,90,0,0,0,2,0,0,2,0,1,0,0,0,5,1,0,100.0
Idrissa Gana Gueye,27,sn SEN,DM,35-153,74,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,
Tim Iroegbunam,42,eng ENG,DM,21-241,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
Vitaliy Mykolenko,19,ua UKR,LB,25-273,90,0,0,0,0,0,0,5,1,1,0,0,0,1,1,1,50.0
Jarrad Branthwaite,32,eng ENG,CB,22-244,90,0,0,0,0,0,0,1,2,0,0,0,0,4,0,1,0.0
James Tarkowski,6,eng ENG,CB,32-099,90,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,100.0
Jake O'Brien,15,ie IRL,RB,23-287,90,0,0,0,0,0,0,1,1,0,0,0,0,1,5,3,62.5
Jordan Pickford,1,eng ENG,GK,30-356,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
