Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Beto,14,gw GNB,FW,27-026,90,27,1,2,16,9,4,27,2,1,50.0,1,50.0,9,54,31,1,1,2,3,0,19,5
Jack Harrison,11,eng ENG,LW,28-098,90,45,0,6,18,22,2,45,3,1,33.3,2,66.7,24,192,127,4,4,0,0,1,29,5
Jesper Lindstrøm,29,dk DEN,RW,24-363,74,38,2,15,9,14,1,38,2,0,0.0,2,100.0,17,77,40,1,0,0,2,1,23,5
Ashley Young,18,eng ENG,RW,39-232,16,10,0,1,3,6,1,10,0,0,,0,,4,11,4,1,0,0,0,0,6,2
Carlos Alcaraz,24,ar ARG,AM,22-088,90,50,0,10,25,17,1,50,2,2,100.0,0,0.0,29,188,106,2,4,0,0,2,37,0
James Garner,37,eng ENG,DM,23-350,90,73,2,17,36,21,1,73,0,0,,0,,43,237,102,3,4,1,0,0,51,3
Idrissa Gana Gueye,27,sn SEN,DM,35-153,74,64,2,15,42,7,0,64,0,0,,0,,31,121,69,1,1,0,1,0,46,1
Tim Iroegbunam,42,eng ENG,DM,21-241,16,4,0,0,2,2,0,4,0,0,,0,,2,6,4,0,1,0,0,2,3,0
Vitaliy Mykolenko,19,ua UKR,LB,25-273,90,46,3,9,17,21,1,46,1,0,0.0,1,100.0,21,136,100,4,3,1,1,0,29,7
Jarrad Branthwaite,32,eng ENG,CB,22-244,90,51,6,20,29,2,0,51,0,0,,0,,34,206,160,1,1,0,0,0,35,0
James Tarkowski,6,eng ENG,CB,32-099,90,71,17,33,32,6,2,71,0,0,,0,,33,224,143,3,3,0,1,0,46,0
Jake O'Brien,15,ie IRL,RB,23-287,90,58,7,28,15,15,3,58,0,0,,0,,15,69,29,0,1,0,0,1,24,2
Jordan Pickford,1,eng ENG,GK,30-356,90,41,30,39,2,0,0,41,0,0,,0,,26,146,98,0,0,0,0,0,25,0
