Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Beto,14,gw GNB,FW,27-026,90,17,17,0,0,0,0,0,0,0,0,0,0,11,0,1
Jack Harrison,11,eng ENG,LW,28-098,90,39,33,6,1,0,2,7,1,4,4,0,0,29,0,3
Jesper Lindstrøm,29,dk DEN,RW,24-363,74,26,25,1,0,0,0,3,1,0,0,0,0,20,0,0
Ashley Young,18,eng ENG,RW,39-232,16,8,8,0,0,0,0,2,0,0,0,0,0,2,0,1
Carlos Alcaraz,24,ar ARG,AM,22-088,90,41,40,1,0,0,0,0,1,0,0,0,0,33,0,3
James Garner,37,eng ENG,DM,23-350,90,67,63,4,0,0,0,2,1,1,1,0,0,53,0,2
Idrissa Gana Gueye,27,sn SEN,DM,35-153,74,53,53,0,0,0,0,0,0,0,0,0,0,49,0,1
Tim Iroegbunam,42,eng ENG,DM,21-241,16,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Vitaliy Mykolenko,19,ua UKR,LB,25-273,90,38,31,7,0,0,0,5,7,0,0,0,0,27,0,0
Jarrad Branthwaite,32,eng ENG,CB,22-244,90,41,40,1,0,0,0,1,1,0,0,0,0,39,0,0
James Tarkowski,6,eng ENG,CB,32-099,90,58,54,4,0,0,0,0,0,0,0,0,0,50,0,0
Jake O'Brien,15,ie IRL,RB,23-287,90,43,32,11,0,0,0,1,11,0,0,0,0,33,0,1
Jordan Pickford,1,eng ENG,GK,30-356,90,40,33,7,3,0,0,0,0,0,0,0,0,30,0,0
