Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Rodrigo Muniz,9,br BRA,FW,23-232,61,22,0,1,12,9,4,22,1,0,0.0,0,0.0,14,56,16,0,0,0,5,1,18,2
Raúl Jiménez,7,mx MEX,FW,33-231,29,19,0,3,9,7,2,19,0,0,,0,,8,74,61,2,1,0,0,0,15,1
Alex Iwobi,17,ng NGA,"LW,DM",28-233,90,75,1,7,29,39,4,75,1,0,0.0,1,100.0,53,262,172,6,5,1,2,2,65,8
Harry Wilson,8,wls WAL,"RW,AM",27-275,86,37,1,2,16,19,2,37,0,0,,0,,24,139,68,2,2,0,0,0,24,4
Carlos Vinícius,12,br BRA,AM,29-272,4,3,0,0,1,2,2,3,1,1,100.0,0,0.0,3,10,9,1,0,1,0,0,2,1
Joshua King,24,eng ENG,AM,17-354,61,37,2,7,13,18,3,37,4,2,50.0,2,50.0,13,90,27,0,1,0,0,2,25,7
Adama Traoré,11,es ESP,RW,28-332,29,15,0,1,5,9,3,15,3,2,66.7,0,0.0,10,103,73,3,2,2,0,2,11,3
Tom Cairney,10,sct SCO,DM,33-337,74,67,1,6,33,28,0,67,1,0,0.0,1,100.0,45,212,100,1,3,0,1,1,57,1
Martial Godo,47,eng ENG,LW,21-283,16,11,0,1,4,6,3,11,2,0,0.0,2,100.0,8,48,18,0,0,0,0,0,6,3
Sander Berge,16,no NOR,DM,26-312,74,51,5,8,34,9,2,51,0,0,,0,,21,110,30,0,1,0,0,0,27,0
Saša Lukić,20,rs SRB,DM,28-131,16,14,1,5,5,4,0,14,0,0,,0,,6,37,7,1,0,0,0,0,9,2
Antonee Robinson,33,us USA,LB,27-136,90,102,1,36,39,29,4,102,4,0,0.0,2,50.0,65,433,270,10,1,3,0,1,79,12
Calvin Bassey,3,ng NGA,CB,24-357,90,74,13,40,36,1,0,74,0,0,,0,,43,244,128,1,0,0,0,0,53,0
Issa Diop,31,fr FRA,CB,27-348,90,59,7,30,29,0,0,59,0,0,,0,,33,194,81,0,0,0,0,0,42,0
Timothy Castagne,21,be BEL,RB,29-017,90,75,3,24,33,18,2,75,1,0,0.0,1,100.0,33,164,97,2,3,0,1,1,40,4
Bernd Leno,1,de GER,GK,32-293,90,34,30,34,0,0,0,34,0,0,,0,,21,111,68,0,0,0,0,0,20,0
