Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Rodrigo Muniz,9,br BRA,FW,23-232,61,1,1,0,1,0,1,1,100.0,0,2,0,2,1,2,0,0
Raúl Jiménez,7,mx MEX,FW,33-231,29,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0
Alex Iwobi,17,ng NGA,"LW,DM",28-233,90,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
Harry Wilson,8,wls WAL,"RW,AM",27-275,86,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Carlos Vinícius,12,br BRA,AM,29-272,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Joshua King,24,eng ENG,AM,17-354,61,3,2,2,1,0,0,0,,0,2,0,2,0,3,1,0
Adama Traoré,11,es ESP,RW,28-332,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tom Cairney,10,sct SCO,DM,33-337,74,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Martial Godo,47,eng ENG,LW,21-283,16,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Sander Berge,16,no NOR,DM,26-312,74,0,0,0,0,0,0,0,,0,4,1,3,0,0,2,0
Saša Lukić,20,rs SRB,DM,28-131,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Antonee Robinson,33,us USA,LB,27-136,90,0,0,0,0,0,0,0,,0,2,0,2,4,4,2,0
Calvin Bassey,3,ng NGA,CB,24-357,90,3,1,0,3,0,2,2,100.0,0,0,0,0,0,3,1,0
Issa Diop,31,fr FRA,CB,27-348,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Timothy Castagne,21,be BEL,RB,29-017,90,2,1,1,0,1,2,2,100.0,0,2,1,1,1,3,2,0
Bernd Leno,1,de GER,GK,32-293,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
