Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Yoane Wissa,11,cd COD,FW,28-109,90,24,21,3,0,0,0,2,0,0,0,0,0,18,0,1
Kevin Schade,7,de GER,LW,23-024,80,20,17,3,0,0,0,3,3,0,0,0,0,10,0,3
Fabio Carvalho,14,pt POR,LW,22-113,10,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
Bryan Mbeumo,19,cm CMR,RW,25-136,90,57,47,10,4,1,0,13,1,5,4,0,0,37,0,4
Mikkel Damsgaard,24,dk DEN,LM,24-171,90,90,82,8,3,2,0,10,1,4,4,0,0,64,0,0
Christian Nørgaard,6,dk DEN,CM,30-286,90,72,71,1,1,1,0,2,0,0,0,0,0,65,0,1
Vitaly Janelt,27,de GER,RM,26-225,66,44,44,0,0,0,1,1,0,0,0,0,0,38,0,1
Edmond-Paris Maghoma,32,eng ENG,RM,23-227,24,18,17,1,1,0,0,0,0,0,0,0,0,17,0,0
Keane Lewis-Potter,23,eng ENG,LB,23-303,90,49,45,4,0,0,0,2,4,0,0,0,0,42,0,0
Ben Mee,16,eng ENG,CB,35-091,90,68,63,5,4,0,1,0,1,0,0,0,0,58,0,1
Nathan Collins,22,ie IRL,CB,23-235,90,64,61,2,2,0,0,1,0,0,0,0,0,57,1,1
Kristoffer Ajer,20,no NOR,RB,26-248,66,28,24,4,0,0,0,0,4,0,0,0,0,21,0,0
Mads Roerslev,30,dk DEN,RB,25-180,23,16,16,0,0,0,0,3,0,0,0,0,0,10,0,0
Yunus Emre Konak,26,tr TUR,RB,18-346,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Flekken,1,nl NED,GK,31-191,90,33,25,8,2,0,0,0,0,0,0,0,0,32,0,0
