Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Yoane Wissa,11,cd COD,FW,28-109,90,1,0,0,2,2,0,2,0,0,0,0,0,2,0,2,0.0
Kevin Schade,7,de GER,LW,23-024,80,0,0,0,1,2,1,3,0,0,0,0,0,1,2,4,33.3
Fabio Carvalho,14,pt POR,LW,22-113,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Bryan Mbeumo,19,cm CMR,RW,25-136,90,0,0,0,2,0,0,13,2,2,0,0,0,3,2,1,66.7
Mikkel Damsgaard,24,dk DEN,LM,24-171,90,1,0,0,1,1,0,10,2,1,0,0,0,6,0,0,
Christian Nørgaard,6,dk DEN,CM,30-286,90,0,0,0,1,2,0,2,2,4,0,0,0,10,1,1,50.0
Vitaly Janelt,27,de GER,RM,26-225,66,0,0,0,0,1,0,1,2,0,0,0,0,5,0,0,
Edmond-Paris Maghoma,32,eng ENG,RM,23-227,24,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,100.0
Keane Lewis-Potter,23,eng ENG,LB,23-303,90,0,0,0,0,1,0,2,0,1,0,0,0,7,0,2,0.0
Ben Mee,16,eng ENG,CB,35-091,90,1,0,0,2,0,0,0,2,1,0,0,0,3,2,4,33.3
Nathan Collins,22,ie IRL,CB,23-235,90,0,0,0,0,0,0,1,2,1,0,0,0,3,5,4,55.6
Kristoffer Ajer,20,no NOR,RB,26-248,66,0,0,0,0,1,0,0,0,1,0,0,0,2,4,2,66.7
Mads Roerslev,30,dk DEN,RB,25-180,23,0,0,0,1,2,0,3,1,0,0,0,0,1,0,0,
Yunus Emre Konak,26,tr TUR,RB,18-346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Flekken,1,nl NED,GK,31-191,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
