Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-201,90,0,0,0,2,0,1,0,0,1,0,0,0,1,2,3,40.0
Jean-Ricner Bellegarde,27,fr FRA,LW,26-059,67,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,
Rodrigo Gomes,19,pt POR,LW,21-049,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Hwang Hee-chan,11,kr KOR,RW,28-212,58,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,
Daniel Podence,10,pt POR,"AM,RW",28-309,32,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
Matheus Cunha,12,br BRA,AM,25-090,67,0,0,0,1,2,1,5,1,0,0,0,0,3,1,0,100.0
Pablo Sarabia,21,es ESP,RW,32-106,23,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,
Mario Lemina,5,ga GAB,DM,30-359,89,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
Tommy Doyle,20,eng ENG,DM,22-313,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
João Gomes,8,br BRA,DM,23-195,90,0,0,0,3,0,0,0,1,2,0,0,0,6,0,2,0.0
Rayan Aït-Nouri,3,dz ALG,LB,23-080,66,1,0,0,2,0,0,2,0,1,0,0,0,3,0,0,
Craig Dawson,15,eng ENG,CB,34-111,24,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,
Toti Gomes,24,pt POR,"CB,LB",25-222,90,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,100.0
Yerson Mosquera,14,co COL,CB,23-115,90,1,0,0,1,3,0,0,1,1,0,0,0,14,1,0,100.0
Matt Doherty,2,ie IRL,RB,32-222,90,0,0,0,0,0,0,2,1,3,0,0,0,5,3,0,100.0
José Sá,1,pt POR,GK,31-221,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
