Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Raúl Jiménez,7,mx MEX,"FW,AM",33-254,90,1,0,0,4,0,0,1,1,0,0,0,0,1,3,2,60.0
Alex Iwobi,17,ng NGA,LW,28-256,84,0,0,0,1,1,0,3,0,0,0,0,0,4,0,1,0.0
Rodrigo Muniz,9,br BRA,FW,23-255,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
Harry Wilson,8,wls WAL,"RW,AM",27-298,84,0,0,0,0,3,0,1,1,0,0,0,0,4,0,1,0.0
Joshua King,24,eng ENG,LW,18-011,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Emile Smith Rowe,32,eng ENG,AM,24-170,67,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0.0
Adama Traoré,11,es ESP,RW,28-355,23,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0
Andreas Pereira,18,br BRA,DM,29-013,67,0,0,0,0,0,0,2,0,1,0,0,0,4,2,0,100.0
Tom Cairney,10,sct SCO,DM,33-360,23,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,
Saša Lukić,20,rs SRB,DM,28-154,90,1,0,0,5,1,0,1,2,2,0,0,0,6,1,1,50.0
Antonee Robinson,33,us USA,LB,27-159,90,0,0,0,3,2,0,9,4,1,0,0,0,5,3,2,60.0
Calvin Bassey,3,ng NGA,CB,25-014,90,0,0,0,0,0,0,0,0,2,0,0,0,4,2,2,50.0
Joachim Andersen,5,dk DEN,CB,28-228,90,0,0,0,1,0,0,1,2,0,0,0,0,7,1,1,50.0
Timothy Castagne,21,be BEL,RB,29-040,90,1,0,0,1,1,0,1,0,1,0,0,0,4,1,2,33.3
Bernd Leno,1,de GER,GK,32-316,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
