Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Raúl Jiménez,7,mx MEX,"FW,AM",33-254,90,28,0,0,8,20,6,28,1,0,0.0,1,100.0,15,62,20,1,0,0,1,0,20,5
Alex Iwobi,17,ng NGA,LW,28-256,84,56,0,7,22,29,2,56,3,3,100.0,0,0.0,47,296,160,3,4,0,2,3,46,6
Rodrigo Muniz,9,br BRA,FW,23-255,6,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,1,0,1,1
Harry Wilson,8,wls WAL,"RW,AM",27-298,84,45,0,4,14,28,4,45,1,0,0.0,0,0.0,37,189,116,3,2,0,2,0,38,9
Joshua King,24,eng ENG,LW,18-011,6,5,0,0,1,4,3,5,1,1,100.0,0,0.0,3,28,9,0,0,0,1,1,4,1
Emile Smith Rowe,32,eng ENG,AM,24-170,67,27,0,3,8,16,2,27,1,0,0.0,1,100.0,20,78,27,1,0,0,0,1,21,4
Adama Traoré,11,es ESP,RW,28-355,23,9,0,0,1,8,2,9,1,0,0.0,1,100.0,5,72,35,2,0,0,0,0,7,4
Andreas Pereira,18,br BRA,DM,29-013,67,44,1,7,20,17,2,44,0,0,,0,,30,101,44,1,1,0,1,1,30,1
Tom Cairney,10,sct SCO,DM,33-360,23,19,0,2,12,5,0,19,0,0,,0,,16,77,36,0,0,0,0,0,16,2
Saša Lukić,20,rs SRB,DM,28-154,90,57,0,9,40,10,2,57,0,0,,0,,43,179,94,1,4,0,0,2,42,2
Antonee Robinson,33,us USA,LB,27-159,90,79,1,21,25,35,2,79,1,0,0.0,1,100.0,45,233,120,5,1,1,0,0,42,16
Calvin Bassey,3,ng NGA,CB,25-014,90,85,5,38,47,1,0,85,0,0,,0,,55,347,199,2,0,0,2,0,58,0
Joachim Andersen,5,dk DEN,CB,28-228,90,94,5,48,46,1,0,94,0,0,,0,,73,360,120,0,0,0,0,0,72,0
Timothy Castagne,21,be BEL,RB,29-040,90,81,1,18,49,14,0,81,0,0,,0,,58,221,134,2,0,0,1,1,58,1
Bernd Leno,1,de GER,GK,32-316,90,31,25,30,1,0,0,31,0,0,,0,,24,71,46,0,0,0,0,0,20,0
