Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Yoane Wissa,11,cd COD,FW,28-123,90,22,21,1,0,1,0,0,1,0,0,0,0,17,0,3
Kevin Schade,7,de GER,LW,23-038,80,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0
Edmond-Paris Maghoma,32,eng ENG,LM,23-241,10,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Bryan Mbeumo,19,cm CMR,RW,25-150,90,59,57,2,0,2,0,3,0,2,2,0,0,47,0,3
Mikkel Damsgaard,24,dk DEN,"LM,LW",24-185,90,51,48,3,2,1,0,1,0,0,0,0,0,41,0,1
Mathias Jensen,8,dk DEN,CM,29-003,70,29,27,1,1,0,0,1,0,0,0,0,0,25,1,0
Vitaly Janelt,27,de GER,CM,26-239,20,19,19,0,0,0,0,1,0,0,0,0,0,16,0,0
Christian Nørgaard,6,dk DEN,RM,30-300,80,46,44,2,1,0,0,1,1,0,0,0,0,38,0,1
Yehor Yarmoliuk,18,ua UKR,RM,20-309,10,6,5,1,0,0,0,0,1,0,0,0,0,6,0,0
Keane Lewis-Potter,23,eng ENG,LB,23-317,90,34,32,2,1,0,0,0,1,0,0,0,0,34,0,0
Sepp van den Berg,4,nl NED,CB,23-015,90,43,36,7,1,0,0,0,0,0,0,0,0,39,0,0
Nathan Collins,22,ie IRL,CB,23-249,90,61,57,3,3,0,0,0,0,0,0,0,0,54,1,0
Mads Roerslev,30,dk DEN,RB,25-194,90,55,49,6,0,0,0,4,6,0,0,0,0,46,0,0
Mark Flekken,1,nl NED,GK,31-205,90,49,46,3,1,0,0,0,0,0,0,0,0,37,0,0
