Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Yoane Wissa,11,cd COD,FW,28-123,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
Kevin Schade,7,de GER,LW,23-038,80,0,0,0,0,1,1,0,1,0,0,0,0,1,2,2,50.0
Edmond-Paris Maghoma,32,eng ENG,LM,23-241,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0
Bryan Mbeumo,19,cm CMR,RW,25-150,90,0,0,0,1,2,0,3,1,2,0,0,0,2,1,3,25.0
Mikkel Damsgaard,24,dk DEN,"LM,LW",24-185,90,0,0,0,0,1,1,1,1,0,0,0,0,8,0,0,
Mathias Jensen,8,dk DEN,CM,29-003,70,0,0,0,0,0,0,1,0,3,0,0,0,4,2,0,100.0
Vitaly Janelt,27,de GER,CM,26-239,20,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,
Christian Nørgaard,6,dk DEN,RM,30-300,80,0,0,0,1,1,0,1,2,1,0,0,0,3,1,1,50.0
Yehor Yarmoliuk,18,ua UKR,RM,20-309,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Keane Lewis-Potter,23,eng ENG,LB,23-317,90,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,100.0
Sepp van den Berg,4,nl NED,CB,23-015,90,0,0,0,1,1,0,0,0,0,1,0,0,3,3,3,50.0
Nathan Collins,22,ie IRL,CB,23-249,90,0,0,0,0,2,0,0,0,1,0,0,0,9,4,4,50.0
Mads Roerslev,30,dk DEN,RB,25-194,90,0,0,0,0,1,0,4,0,2,0,0,0,5,0,2,0.0
Mark Flekken,1,nl NED,GK,31-205,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
