Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Michail Antonio,9,jm JAM,FW,34-149,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Aaron Wan-Bissaka,29,eng ENG,RB,26-272,29,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Mohammed Kudus,14,gh GHA,LM,24-022,88,2,1,0,1,1,2,3,66.7,1,1,0,1,0,2,0,0
Jean-Clair Todibo,25,fr FRA,CB,24-238,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Lucas Paquetá,10,br BRA,"CM,LM",26-363,90,5,3,3,2,0,2,2,100.0,0,1,0,1,1,6,2,0
Tomáš Souček,28,cz CZE,CM,29-179,77,3,3,2,1,0,2,2,100.0,0,1,0,1,0,3,1,0
Edson Álvarez,19,mx MEX,"CM,DM",26-305,13,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,1,0
Jarrod Bowen,20,eng ENG,RM,27-248,90,1,0,0,0,1,0,0,,0,1,0,1,0,1,1,0
Guido Rodríguez,24,ar ARG,"DM,CM",30-134,90,2,1,2,0,0,0,1,0.0,1,1,0,1,4,6,1,0
Emerson Palmieri,33,it ITA,LB,30-021,88,4,1,0,4,0,2,2,100.0,0,1,0,1,2,6,3,0
Aaron Cresswell,3,eng ENG,LB,34-253,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Max Kilman,26,eng ENG,CB,27-093,90,1,1,0,1,0,1,1,100.0,0,0,0,0,3,4,6,0
Konstantinos Mavropanos,15,gr GRE,CB,26-257,90,1,1,1,0,0,1,2,50.0,1,3,3,0,4,5,6,0
Vladimír Coufal,5,cz CZE,RB,32-002,62,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Niclas Füllkrug,11,de GER,FW,31-197,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Alphonse Areola,23,fr FRA,GK,31-179,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
