Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Raúl Jiménez,7,mx MEX,FW,33-307,68,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0
Rodrigo Muniz,9,br BRA,FW,23-308,22,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Emile Smith Rowe,32,eng ENG,AM,24-223,81,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,1,0
Willian,22,br BRA,AM,36-211,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Alex Iwobi,17,ng NGA,AM,28-309,88,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,1,0
Ryan Sessegnon,30,eng ENG,AM,24-294,2,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Sander Berge,16,no NOR,CM,27-022,90,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0
Andreas Pereira,18,br BRA,CM,29-066,81,3,1,2,1,0,2,3,66.7,1,2,0,2,0,3,3,0
Harrison Reed,6,eng ENG,CM,30-040,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Antonee Robinson,33,us USA,WB,27-212,90,4,1,3,0,1,2,3,66.7,1,2,0,2,0,4,6,0
Timothy Castagne,21,be BEL,WB,29-093,90,4,3,4,0,0,3,3,100.0,0,0,0,0,2,6,11,0
Calvin Bassey,3,ng NGA,CB,25-067,90,2,2,2,0,0,0,1,0.0,1,2,2,0,0,2,1,0
Joachim Andersen,5,dk DEN,CB,28-281,90,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,8,0
Issa Diop,31,fr FRA,CB,28-058,90,3,0,3,0,0,3,3,100.0,0,0,0,0,0,3,8,0
Bernd Leno,1,de GER,GK,33-004,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
