Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Gonçalo Guedes,29,pt POR,FW,28-064,72,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0
Tommy Doyle,20,eng ENG,"CM,WB",23-107,18,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,1,0
Matheus Cunha,10,br BRA,"AM,FW",25-250,90,2,2,2,0,0,0,1,0.0,1,1,1,0,1,3,2,0
Pablo Sarabia,21,es ESP,AM,32-266,78,2,0,1,1,0,1,1,100.0,0,1,0,1,2,4,3,0
Hwang Hee-chan,11,kr KOR,AM,29-006,12,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Jean-Ricner Bellegarde,27,fr FRA,"CM,AM",26-219,87,3,1,0,3,0,1,1,100.0,0,1,0,1,2,5,1,0
Santiago Bueno,4,uy URU,CB,26-084,3,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0
André,7,br BRA,CM,23-200,90,0,0,0,0,0,0,0,,0,2,1,1,2,2,0,0
Rayan Aït-Nouri,3,dz ALG,WB,23-240,72,3,3,1,2,0,3,4,75.0,1,2,1,1,1,4,2,0
Rodrigo Gomes,19,pt POR,"AM,WB,FW",21-209,18,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,3,0
Nélson Semedo,22,pt POR,WB,31-077,90,3,1,1,2,0,2,3,66.7,1,1,1,0,0,3,2,0
Toti Gomes,24,pt POR,CB,26-016,90,2,2,2,0,0,1,1,100.0,0,1,0,1,2,4,4,0
Emmanuel Agbadou,12,ci CIV,CB,27-229,90,1,1,1,0,0,0,1,0.0,1,1,1,0,2,3,7,0
Matt Doherty,2,ie IRL,"CB,WB",33-016,90,3,1,3,0,0,0,1,0.0,1,0,0,0,3,6,7,0
José Sá,1,pt POR,GK,32-015,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
