Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Liam Delap,19,eng ENG,FW,21-254,78,12,9,3,0,0,0,0,1,0,0,0,0,9,0,0
George Hirst,27,sct SCO,FW,25-247,12,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Jack Clarke,47,eng ENG,LW,23-331,70,20,20,0,0,0,0,2,0,0,0,0,0,15,0,2
Sammie Szmodics,23,ie IRL,LW,29-025,20,9,9,0,0,0,0,2,0,0,0,0,0,9,0,0
Wes Burns,7,wls WAL,RW,29-331,62,17,17,0,0,0,0,3,0,0,0,0,0,12,0,2
Conor Chaplin,10,eng ENG,"AM,RW",27-246,28,11,11,0,0,1,0,1,0,0,0,0,0,8,0,0
Omari Hutchinson,20,eng ENG,"AM,RW",20-355,90,40,39,1,0,0,1,6,0,0,0,0,0,28,0,2
Kalvin Phillips,8,eng ENG,DM,28-322,70,42,40,2,2,0,1,2,0,0,0,0,0,37,0,0
Jack Taylor,14,ie IRL,DM,26-118,20,15,14,1,0,0,0,1,0,1,1,0,0,13,0,0
Sam Morsy,5,eg EGY,DM,33-039,90,73,73,0,0,0,0,0,0,0,0,0,0,70,0,0
Leif Davis,3,eng ENG,LB,24-281,90,54,39,15,3,0,0,9,8,4,3,1,0,39,0,0
Cameron Burgess,15,au AUS,CB,28-364,90,84,79,4,2,1,0,0,0,0,0,0,0,67,1,1
Luke Woolfenden,6,eng ENG,CB,25-364,90,68,68,0,0,0,0,0,0,0,0,0,0,62,0,0
Dara O'Shea,26,ie IRL,RB,25-229,62,43,39,4,0,0,1,0,4,0,0,0,0,37,0,0
Harry Clarke,2,eng ENG,RB,23-231,28,26,21,5,0,0,0,1,5,0,0,0,0,23,0,0
Arijanet Muric,1,xk KVX,GK,25-347,90,22,19,3,1,0,0,0,0,0,0,0,0,18,0,0
