Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Calvert-Lewin,9,eng ENG,FW,27-305,90,16,15,1,0,0,0,1,0,0,0,0,0,8,0,0
Iliman Ndiaye,10,sn SEN,LW,24-315,90,25,24,1,0,0,0,1,0,0,0,0,0,19,0,1
Jack Harrison,11,eng ENG,RW,28-056,58,18,18,0,0,1,0,0,0,0,0,0,0,11,0,1
Jesper Lindstrøm,29,dk DEN,RW,24-321,32,12,11,1,0,0,0,1,0,1,1,0,0,8,0,0
Abdoulaye Doucouré,16,ml MLI,AM,32-014,82,24,23,0,0,0,0,2,0,0,0,0,0,14,1,0
Beto,14,gw GNB,AM,26-350,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Idrissa Gana Gueye,27,sn SEN,DM,35-111,90,56,55,0,0,0,1,0,0,0,0,0,0,49,1,2
Orel Mangala,8,be BEL,DM,26-303,90,43,43,0,0,0,1,0,0,0,0,0,0,42,0,1
Vitaliy Mykolenko,19,ua UKR,LB,25-231,90,44,36,8,2,0,0,6,6,0,0,0,0,34,0,1
Jarrad Branthwaite,32,eng ENG,CB,22-202,90,53,51,2,2,0,0,0,0,0,0,0,0,44,0,1
James Tarkowski,6,eng ENG,CB,32-057,90,61,56,4,1,0,0,0,0,0,0,0,0,52,1,1
Ashley Young,18,eng ENG,RB,39-190,82,56,36,19,1,0,0,9,11,7,3,4,0,38,1,1
Jake O'Brien,15,ie IRL,RB,23-245,8,8,5,3,0,0,0,0,3,0,0,0,0,6,0,0
Jordan Pickford,1,eng ENG,GK,30-314,90,50,41,8,5,0,0,0,0,0,0,0,0,38,1,0
