Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Liam Delap,19,eng ENG,FW,21-254,78,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,2,0
George Hirst,27,sct SCO,FW,25-247,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jack Clarke,47,eng ENG,LW,23-331,70,4,2,3,0,1,1,2,50.0,1,2,0,2,2,6,0,0
Sammie Szmodics,23,ie IRL,LW,29-025,20,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
Wes Burns,7,wls WAL,RW,29-331,62,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1
Conor Chaplin,10,eng ENG,"AM,RW",27-246,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Omari Hutchinson,20,eng ENG,"AM,RW",20-355,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Kalvin Phillips,8,eng ENG,DM,28-322,70,2,1,0,2,0,2,3,66.7,1,3,0,3,0,2,1,1
Jack Taylor,14,ie IRL,DM,26-118,20,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Sam Morsy,5,eg EGY,DM,33-039,90,3,3,3,0,0,2,3,66.7,1,0,0,0,0,3,1,0
Leif Davis,3,eng ENG,LB,24-281,90,1,1,1,0,0,1,2,50.0,1,1,0,1,2,3,1,0
Cameron Burgess,15,au AUS,CB,28-364,90,1,1,1,0,0,0,0,,0,1,0,1,1,2,8,0
Luke Woolfenden,6,eng ENG,CB,25-364,90,1,1,1,0,0,0,1,0.0,1,0,0,0,2,3,2,0
Dara O'Shea,26,ie IRL,RB,25-229,62,0,0,0,0,0,0,0,,0,1,0,1,2,2,2,1
Harry Clarke,2,eng ENG,RB,23-231,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Arijanet Muric,1,xk KVX,GK,25-347,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
