Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Evanilson,9,br BRA,FW,24-344,67,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0
Luis Sinisterra,17,co COL,"FW,LW",25-089,23,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Marcus Tavernier,16,eng ENG,LW,25-176,82,28,23,5,2,0,0,8,0,3,3,0,0,18,0,1
Enes Ünal,26,tr TUR,FW,27-127,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Antoine Semenyo,24,gh GHA,RW,24-251,90,27,27,0,0,0,0,0,0,0,0,0,0,18,0,0
Justin Kluivert,19,nl NED,AM,25-132,74,20,17,1,0,0,0,0,0,0,0,0,0,9,2,2
Philip Billing,29,dk DEN,AM,28-095,16,11,9,1,0,0,0,2,0,1,1,0,0,5,1,0
Ryan Christie,10,sct SCO,DM,29-205,67,33,32,0,0,0,0,1,0,0,0,0,0,24,1,0
Alex Scott,8,eng ENG,DM,21-024,23,9,8,1,0,0,0,0,0,0,0,0,0,7,0,0
Lewis Cook,4,eng ENG,DM,27-224,90,36,31,5,3,1,0,2,0,2,2,0,0,26,0,0
Milos Kerkez,3,hu HUN,LB,20-312,90,31,22,9,0,0,0,2,9,0,0,0,0,22,0,0
Marcos Senesi,5,ar ARG,CB,27-127,90,39,37,2,2,0,0,0,0,0,0,0,0,26,0,0
Illia Zabarnyi,27,ua UKR,CB,22-013,90,27,24,3,3,0,0,0,0,0,0,0,0,21,0,0
Adam Smith,15,eng ENG,RB,33-138,74,17,10,7,0,0,0,1,7,0,0,0,0,12,0,1
Julian Araujo,22,mx MEX,RB,23-032,16,7,6,1,0,0,0,1,1,0,0,0,0,5,0,0
Mark Travers,42,ie IRL,GK,25-119,90,18,15,3,1,0,0,0,0,0,0,0,0,11,0,0
