Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Chris Wood,11,nz NZL,FW,33-030,87,21,0,2,12,7,2,21,0,0,,0,,8,34,16,0,0,0,0,0,15,1
Taiwo Awoniyi,9,ng NGA,FW,27-147,3,5,0,0,2,3,3,5,1,0,0.0,1,100.0,1,1,1,0,0,0,1,0,2,0
Callum Hudson-Odoi,14,eng ENG,"LW,LM",24-060,90,50,1,4,22,26,4,50,4,2,50.0,1,25.0,28,270,224,5,5,1,3,0,40,4
Anthony Elanga,21,se SWE,"RW,RM",22-254,69,32,0,7,9,17,3,32,1,0,0.0,0,0.0,17,66,35,2,0,1,1,2,25,5
Ryan Yates,22,eng ENG,CM,27-046,21,9,2,3,5,1,0,9,0,0,,0,,2,12,1,0,0,0,0,1,4,0
Morgan Gibbs-White,10,eng ENG,"AM,CM",24-345,87,56,1,7,29,20,5,56,2,0,0.0,2,100.0,24,153,71,2,1,0,3,2,48,7
James Ward-Prowse,18,eng ENG,CM,30-066,3,1,0,0,0,1,1,1,0,0,,0,,1,4,2,0,0,0,0,0,1,1
Elliot Anderson,8,eng ENG,"DM,CM",22-061,69,49,6,19,20,11,1,49,0,0,,0,,24,131,62,2,0,0,2,0,31,0
Jota Silva,20,pt POR,RM,25-158,21,11,2,3,5,3,0,11,0,0,,0,,1,2,1,0,0,0,1,0,2,0
Nicolás Domínguez,16,ar ARG,DM,26-192,59,46,5,12,25,10,1,46,0,0,,0,,14,51,15,0,0,0,0,0,28,0
Morato,4,br BRA,CB,23-190,31,11,3,6,5,0,0,11,0,0,,0,,0,0,0,0,0,0,0,0,2,0
Neco Williams,7,wls WAL,LB,23-268,90,55,7,16,27,13,0,55,1,1,100.0,0,0.0,21,174,86,2,2,0,0,0,23,2
Murillo,5,br BRA,CB,22-186,90,54,11,28,24,3,0,54,1,0,0.0,1,100.0,20,126,41,0,3,0,1,1,23,0
Nikola Milenković,31,rs SRB,CB,27-086,90,32,10,25,5,2,2,32,0,0,,0,,11,44,9,0,0,0,0,0,18,0
Ola Aina,34,ng NGA,RB,28-090,90,52,4,23,22,7,1,52,4,1,25.0,2,50.0,17,133,70,1,0,1,1,0,24,2
Matz Sels,26,be BEL,GK,32-315,90,31,27,31,0,0,0,31,0,0,,0,,17,112,50,0,0,0,0,0,12,0
