Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Chris Wood,11,nz NZL,FW,33-030,87,17,15,0,0,0,0,0,0,0,0,0,0,12,2,1
Taiwo Awoniyi,9,ng NGA,FW,27-147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Hudson-Odoi,14,eng ENG,"LW,LM",24-060,90,43,43,0,0,1,0,2,0,0,0,0,0,38,0,0
Anthony Elanga,21,se SWE,"RW,RM",22-254,69,25,24,1,0,0,0,3,0,1,1,0,0,20,0,0
Ryan Yates,22,eng ENG,CM,27-046,21,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Morgan Gibbs-White,10,eng ENG,"AM,CM",24-345,87,47,47,0,0,0,0,1,0,0,0,0,0,35,0,0
James Ward-Prowse,18,eng ENG,CM,30-066,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Elliot Anderson,8,eng ENG,"DM,CM",22-061,69,37,35,2,0,0,0,2,0,2,0,2,0,28,0,1
Jota Silva,20,pt POR,RM,25-158,21,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0
Nicolás Domínguez,16,ar ARG,DM,26-192,59,36,34,2,1,0,0,0,0,0,0,0,0,33,0,0
Morato,4,br BRA,CB,23-190,31,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1
Neco Williams,7,wls WAL,LB,23-268,90,42,36,6,0,1,0,1,6,0,0,0,0,34,0,1
Murillo,5,br BRA,CB,22-186,90,36,28,7,5,0,0,0,0,0,0,0,0,25,1,0
Nikola Milenković,31,rs SRB,CB,27-086,90,22,21,1,1,0,0,0,0,0,0,0,0,18,0,0
Ola Aina,34,ng NGA,RB,28-090,90,42,32,10,1,0,0,0,9,0,0,0,0,29,0,3
Matz Sels,26,be BEL,GK,32-315,90,27,18,8,2,0,0,0,0,0,0,0,0,14,1,0
