Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dango Ouattara,11,bf BFA,"FW,RW",22-356,90,24,23,1,0,0,0,3,1,0,0,0,0,17,0,0
Antoine Semenyo,24,gh GHA,LW,25-025,90,37,34,2,0,0,0,2,2,0,0,0,0,21,1,2
David Brooks,7,wls WAL,RW,27-208,65,24,22,2,1,0,0,2,0,1,0,0,0,19,0,1
Marcus Tavernier,16,eng ENG,"DM,RW",25-316,25,15,12,3,2,0,0,1,1,0,0,0,0,10,0,0
Justin Kluivert,19,nl NED,AM,25-272,90,25,20,5,0,0,0,2,0,2,2,0,0,21,0,0
Tyler Adams,12,us USA,DM,25-353,90,54,52,2,2,0,0,0,0,0,0,0,0,45,0,0
Ryan Christie,10,sct SCO,DM,29-345,79,31,31,0,0,1,3,0,0,0,0,0,0,27,0,2
Daniel Jebbison,21,eng ENG,FW,21-172,11,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Milos Kerkez,3,hu HUN,LB,21-086,90,47,41,6,0,0,0,5,6,0,0,0,0,32,0,2
Dean Huijsen,2,es ESP,CB,19-293,90,52,51,0,0,0,2,0,0,0,0,0,0,41,1,0
Illia Zabarnyi,27,ua UKR,CB,22-153,90,57,55,1,1,0,0,0,0,0,0,0,0,47,1,0
Lewis Cook,4,eng ENG,RB,27-364,90,53,48,5,1,0,0,2,4,0,0,0,0,43,0,2
Kepa Arrizabalaga,13,es ESP,GK,30-121,90,28,17,10,3,0,0,0,0,0,0,0,0,21,1,0
