Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Alexander Isak,14,se SWE,FW,25-105,85,23,21,2,0,0,0,1,0,0,0,0,0,15,0,2
Joe Willock,28,eng ENG,FW,25-137,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Anthony Gordon,10,eng ENG,LW,23-315,77,31,24,7,2,0,0,6,1,4,4,0,0,21,0,1
Harvey Barnes,11,eng ENG,LW,27-026,13,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1
Jacob Murphy,23,eng ENG,RW,29-315,85,27,27,0,0,0,0,2,0,0,0,0,0,19,0,2
Sean Longstaff,36,eng ENG,LM,27-066,5,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Joelinton,7,br BRA,"LM,RW",28-143,90,36,35,1,0,0,0,0,1,0,0,0,0,31,0,0
Sandro Tonali,8,it ITA,CM,24-241,90,38,38,0,0,2,0,0,0,0,0,0,0,31,0,0
Bruno Guimarães,39,br BRA,RM,27-049,90,49,47,2,1,1,2,1,0,1,0,0,0,40,0,1
Lewis Hall,20,eng ENG,LB,20-118,90,43,29,14,2,0,1,5,7,5,2,2,0,35,0,2
Dan Burn,33,eng ENG,CB,32-240,90,29,26,2,2,0,0,0,0,0,0,0,0,22,1,0
Sven Botman,4,nl NED,CB,24-358,89,38,36,2,2,0,0,0,0,0,0,0,0,31,0,0
Lloyd Kelly,25,eng ENG,CB,26-090,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentino Livramento,21,eng ENG,RB,22-053,90,52,38,14,1,0,0,0,13,0,0,0,0,41,0,1
Martin Dúbravka,1,sk SVK,GK,35-355,90,20,12,8,3,0,0,0,0,0,0,0,0,13,0,0
