Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jáder Durán,9,co COL,FW,21-013,31,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Morgan Rogers,27,eng ENG,"LW,LM,FW",22-153,68,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0
Leon Bailey,31,jm JAM,RM,27-139,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
John McGinn,7,sct SCO,"RM,RW,LM",30-069,79,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1
Emi Buendía,10,ar ARG,LM,28-001,11,2,2,0,1,1,0,0,,0,1,1,0,0,2,0,0
Youri Tielemans,8,be BEL,"AM,LM",27-233,45,2,1,0,1,1,0,2,0.0,2,0,0,0,1,3,0,1
Ollie Watkins,11,eng ENG,FW,28-362,45,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Amadou Onana,24,be BEL,"CM,DM",23-132,90,5,2,1,4,0,0,0,,0,2,1,1,1,6,2,1
Boubacar Kamara,44,fr FRA,"CM,DM",25-033,68,3,2,2,1,0,1,2,50.0,1,2,1,1,0,3,1,0
Ross Barkley,6,eng ENG,CM,31-021,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lucas Digne,12,fr FRA,LB,31-159,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0
Pau Torres,14,es ESP,CB,27-345,90,0,0,0,0,0,0,1,0.0,1,2,2,0,0,0,5,0
Ezri Konsa,4,eng ENG,CB,27-064,90,0,0,0,0,0,0,0,,0,2,2,0,0,0,3,0
Matty Cash,2,pl POL,RB,27-141,68,2,0,1,1,0,1,2,50.0,1,1,1,0,0,2,3,0
Kosta Nedeljković,20,rs SRB,RB,19-010,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Emiliano Martínez,23,ar ARG,GK,32-115,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
