Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,24-324,89,19,0,3,9,7,2,19,0,0,,0,,10,36,8,0,0,0,4,1,17,4
Craig Dawson,15,eng ENG,"CB,FW",34-234,1,3,0,2,1,0,0,3,0,0,,0,,1,1,0,0,0,0,0,0,0,0
Matheus Cunha,10,br BRA,AM,25-213,90,76,2,15,39,24,2,75,6,4,66.7,2,33.3,51,380,210,6,3,1,3,6,57,2
Gonçalo Guedes,29,pt POR,AM,28-027,73,40,0,4,20,18,0,40,2,0,0.0,2,100.0,28,187,78,2,3,1,4,4,30,3
Hwang Hee-chan,11,kr KOR,"AM,FW",28-335,17,14,1,2,3,9,2,14,0,0,,0,,9,39,15,1,0,0,1,0,9,3
João Gomes,8,br BRA,CM,23-318,73,58,4,15,29,14,0,58,0,0,,0,,27,113,37,0,1,0,0,2,42,1
Tommy Doyle,20,eng ENG,CM,23-070,17,24,0,9,10,5,0,24,1,0,0.0,1,100.0,11,45,6,0,0,0,0,1,14,0
André,7,br BRA,CM,23-163,90,75,2,17,52,6,0,75,2,2,100.0,0,0.0,42,154,74,0,1,0,2,0,51,0
Rayan Aït-Nouri,3,dz ALG,WB,23-203,86,41,1,5,18,18,4,41,0,0,,0,,22,145,107,4,1,2,2,2,26,7
Rodrigo Gomes,19,pt POR,WB,21-172,4,9,2,6,2,1,0,9,0,0,,0,,2,61,52,1,1,0,0,0,1,1
Nélson Semedo,22,pt POR,WB,31-040,89,36,1,6,10,21,1,36,1,1,100.0,0,0.0,16,133,78,4,3,1,0,1,22,6
Jean-Ricner Bellegarde,27,fr FRA,AM,26-182,1,3,1,2,0,1,0,3,0,0,,0,,0,0,0,0,0,0,1,0,1,0
Toti Gomes,24,pt POR,CB,25-345,90,71,8,34,34,4,0,71,2,1,50.0,1,50.0,41,127,66,0,0,0,0,1,43,0
Santiago Bueno,4,uy URU,CB,26-047,90,50,8,24,25,1,0,50,0,0,,0,,25,95,28,0,0,0,0,0,33,0
Matt Doherty,2,ie IRL,"CB,WB",32-345,90,84,4,26,45,13,2,84,0,0,,0,,52,323,194,4,3,0,0,0,50,1
José Sá,1,pt POR,GK,31-344,90,35,30,35,0,0,0,35,1,1,100.0,0,0.0,27,163,98,0,0,0,0,0,19,0
